Binary_label,Category,domain,text,is_synthetic,source,length,sentiment,structure,example_mode,cell_id,rep_index,n_chars,n_words,target_chars,in_length_band,n_attempts,gen_temperature,gen_seed,timestamp
fake,intercontinental,Hotel,"I had a fantastic stay at the InterContinental last week - I booked room 1412 for 3 nights and it was clean, spacious and comfortable.",1,llama3.2:latest,short,positive,unstructured,zero_shot,short_positive_unstructured_zero_shot,1,134,25,200,1,2,1.0,12,2026-08-08T15:20:53.430317+00:00
fake,james,Hotel,"I just got back from a quick weekend stay at James hotel and it was perfect - I had room 314 on Friday and Saturday nights, which were both clean, quiet and comfortable, with lovely views of the city.",1,llama3.2:latest,short,positive,unstructured,zero_shot,short_positive_unstructured_zero_shot,2,200,39,200,1,2,1.0,12,2026-08-08T15:21:03.587177+00:00
fake,knickerbocker,Hotel,"I spent a restless night at Room 304, plagued by constant noise from the adjacent ballroom. Our one-day stay coincided with a rowdy birthday party, which made it impossible to sleep after 10 PM.",1,llama3.2:latest,short,negative,structured,few_shot,short_negative_structured_few_shot,0,194,34,200,1,2,1.0,12,2026-08-08T15:21:17.095935+00:00
fake,monaco,Hotel,"I checked into room 14A on a Tuesday during a conference stay, expecting modern amenities for the price.",1,llama3.2:latest,short,negative,structured,few_shot,short_negative_structured_few_shot,1,104,18,200,0,2,1.0,12,2026-08-08T15:21:29.144003+00:00
fake,omni,Hotel,"I checked in at room 1412 on March 12th with high expectations, but was quickly disappointed by the lukewarm shower on day two and the gruff front desk staff, who barely acknowledged my request for an extra towel.",1,llama3.2:latest,short,negative,structured,few_shot,short_negative_structured_few_shot,2,213,38,200,1,2,1.0,12,2026-08-08T15:21:39.791271+00:00
fake,palmer,Hotel,"Staying at the Palmer for three nights in mid-January was a disappointment - overpriced and underwhelming, with my room (214) showing signs of disrepair even after a decent initial clean.",1,llama3.2:latest,short,negative,structured,zero_shot,short_negative_structured_zero_shot,0,187,30,200,1,2,1.0,12,2026-08-08T15:21:49.030882+00:00
fake,sheraton,Hotel,I'm still trying to process my disappointing two-night stay at the Sheraton from February 10th in room 1418.,1,llama3.2:latest,short,negative,structured,zero_shot,short_negative_structured_zero_shot,1,108,18,200,0,2,1.0,12,2026-08-08T15:22:00.461159+00:00
fake,sofitel,Hotel,"Staying at the Sofitel last weekend was a pricey misfire - paying top dollar for mediocre breakfasts and subpar service, even when interacting with staff like the friendly but overwhelmed concierge, Emma, who struggled to fix my room's aircon on day two.",1,llama3.2:latest,short,negative,structured,zero_shot,short_negative_structured_zero_shot,2,254,42,200,1,2,1.0,12,2026-08-08T15:22:10.576147+00:00
fake,swissotel,Hotel,"Stayed at Swissotel last Tuesday in room 1412. The view was nice, but the air conditioning didn't work and I had to ask for a fan which felt like an afterthought.",1,llama3.2:latest,short,negative,unstructured,few_shot,short_negative_unstructured_few_shot,0,162,31,200,1,2,1.0,12,2026-08-08T15:22:21.023126+00:00
fake,talbott,Hotel,"Stumbled upon the Talbott Hotel on a whim, big mistake - the room I was given had a strange odor that lingered long after my stuff was packed up.",1,llama3.2:latest,short,negative,unstructured,few_shot,short_negative_unstructured_few_shot,1,145,29,200,1,2,1.0,12,2026-08-08T15:22:34.301277+00:00
fake,affinia,Hotel,"I'm still trying to shake off the frustration from checking into my room at Affinia, 12A, on Friday. The lobby seemed fine until I was told there's no bellhop service due to a staff shortage - great, just what I needed.",1,llama3.2:latest,short,negative,unstructured,few_shot,short_negative_unstructured_few_shot,2,219,41,200,1,2,1.0,12,2026-08-08T15:22:47.335856+00:00
fake,allegro,Hotel,"Stayed at Allegro last weekend, room 314, and it was a total letdown - broken aircon unit in our room, and when I reported it to staff on Friday night, they just shrugged it off with some half-hearted apology by Maria from the front desk.",1,llama3.2:latest,short,negative,unstructured,zero_shot,short_negative_unstructured_zero_shot,0,238,45,200,1,2,1.0,12,2026-08-08T15:22:57.081421+00:00
fake,amalfi,Hotel,"We stayed in room 304 on July 12th and were thoroughly underwhelmed - the air conditioning unit was broken and we had to request a fan, which never arrived - a nice young woman named Sophia at reception did try to help though.",1,llama3.2:latest,short,negative,unstructured,zero_shot,short_negative_unstructured_zero_shot,1,226,43,200,1,1,1.0,12,2026-08-08T15:23:01.191716+00:00
fake,ambassador,Hotel,"I'm still trying to process our disastrous stay at Ambassador Hotel last weekend - booked room 304, got a cramped, noisy space with thin curtains that let in an insane amount of street noise.",1,llama3.2:latest,short,negative,unstructured,zero_shot,short_negative_unstructured_zero_shot,2,191,34,200,1,2,1.0,12,2026-08-08T15:23:13.981382+00:00
fake,conrad,Hotel,"I arrived at the Conrad on a chilly autumn morning, eager to explore Chicago's vibrant streets. I opted for the Midtown location, thanks to its proximity to the 'L' station, which made it a breeze to get around. Upon check-in, the friendly staff showed me to my room, which exceeded my expectations in terms of cleanliness and comfort. The bed was particularly plush, and I slept soundly that night. The next morning, I headed down to the hotel's breakfast spread, where I found an impressive variety of options, including made-to-order omelets and a mouthwatering fruit platter. The staff were attentive and knowledgeable, happy to provide recommendations on local eateries and hidden gems. As I sipped my coffee, I took in the elegant lobby, complete with a stylish atrium and plush armchairs. Overall, my stay at the Conrad was an excellent value, considering the hotel's central location and top-notch amenities.",1,llama3.2:latest,long,positive,structured,few_shot,long_positive_structured_few_shot,0,916,149,700,1,2,1.0,12,2026-08-08T15:23:47.349311+00:00
fake,fairmont,Hotel,"I arrived at the Fairmont on a chilly November morning, eager to escape the winter blues. After settling into room 1403, I was struck by the room's quiet demeanor, a welcome respite from the bustling streets outside. The bed, though plush, seemed to be the perfect height – not too soft, not too firm. My colleague and I took advantage of the hotel's excellent breakfast spread at Aria restaurant downstairs, where the eggs were cooked to perfection every time.

During my three-night stay, I had occasion to request a few extra towels, which arrived promptly with the help of friendly housekeeping staff. The only minor quibble was with the thermostat in our room – it seemed slightly temperamental at times, but this was soon resolved by our friendly front desk attendant. On my last night, I took advantage of the hotel's late-night continental spread and enjoyed a satisfying snack while catching up on some work.",1,llama3.2:latest,long,positive,structured,few_shot,long_positive_structured_few_shot,1,917,155,700,1,2,1.0,12,2026-08-08T15:24:18.155793+00:00
fake,hardrock,Hotel,"I spent three nights at the Hard Rock Hotel in Chicago last week, and I was thoroughly charmed by its eclectic vibe. From the moment we arrived on a chilly autumn evening, the staff were warm and welcoming – our concierge, Rachel, helped us navigate the city's best happy hour spots within 20 minutes of check-in. Our room on floor three had stunning views of Lake Michigan, thanks to a cleverly designed layout that made the most of every window. The decor was stylish but understated, with only a few hints of rockstar glamour that added to the hotel's fun and irreverent atmosphere. One quibble: our room was surprisingly quiet considering its proximity to Michigan Avenue, where the noise from revelers spilled in through an open door – maybe a better insulation system or earplugs would have helped.",1,llama3.2:latest,long,positive,structured,few_shot,long_positive_structured_few_shot,2,804,138,700,1,2,1.0,12,2026-08-08T15:24:47.503044+00:00
fake,hilton,Hotel,"I recently spent four nights at the Hilton hotel on my trip to New York City and had a truly exceptional experience. The location was perfect - just a short walk from Central Park and within easy reach of all the main attractions. I booked room 1402, which offered stunning views of the Manhattan skyline.

The staff were friendly and welcoming, with particular standouts being the concierge team led by Emily Chen, who went above and beyond to help me plan my itinerary. One evening, when I accidentally left my wallet in the room, she tracked it down for me within 20 minutes.

In terms of noise levels, I was pleasantly surprised - considering I'm a light sleeper, the hotel's soundproofing made all the difference. The breakfast spread was also impressive, with a wide variety of options to suit every taste. On my final morning, I enjoyed a delicious omelette cooked by chef Maria Rodriguez in under 10 minutes!",1,llama3.2:latest,long,positive,structured,zero_shot,long_positive_structured_zero_shot,0,916,159,700,1,2,1.0,12,2026-08-08T15:25:15.424866+00:00
fake,homewood,Hotel,"I spent four nights at Homewood and was pleasantly surprised by the cozy atmosphere and friendly staff. From the moment I checked in on a Friday afternoon with room 304, Emily, the concierge, efficiently handed me my keycard and provided a map of the local area. During my stay, the housekeeping team kept my room spotlessly clean, restocking towels and toiletries as needed. 

On Sunday evening, when I was preparing to leave, a loud noise from the kitchen below made it difficult for me to sleep, but the staff apologized the next morning over breakfast. Despite this minor blip, the hotel's central location and amenities more than compensated, making my stay an enjoyable one. The hotel's relaxed ambiance made me feel right at home; I'd book Homewood again in a heartbeat if I ever find myself back in that part of town.",1,llama3.2:latest,long,positive,structured,zero_shot,long_positive_structured_zero_shot,1,825,142,700,1,1,1.0,12,2026-08-08T15:25:26.582452+00:00
fake,hyatt,Hotel,"I spent four nights at Hyatt on a solo business trip and was thoroughly impressed with the staff's attentiveness. Rachel, the receptionist, checked me in promptly on arrival and provided me with all necessary information about the hotel. Throughout my stay, the team seemed genuinely interested in ensuring I had everything I needed.

The room itself was clean and well-appointed – room 1218 was a decent size for its category. Although not the most modern decor, it felt spacious enough to accommodate two of us at times. One tiny quirk: on my first evening, the coffee machine was still warm when I got back from dinner.

In terms of value, I'd say Hyatt offered excellent bang for the buck – considering its competitive pricing, I wouldn't hesitate to return if needed. During my stays in New York and Chicago, both of which were decently priced too - it seems that the hotel takes steps to balance rate with room quality.",1,llama3.2:latest,long,positive,structured,zero_shot,long_positive_structured_zero_shot,2,925,160,700,1,2,1.0,12,2026-08-08T15:25:51.793353+00:00
fake,intercontinental,Hotel,"I booked room 1412 for a Monday night stay, and the front desk staff was super welcoming - greeted me with a warm smile as I walked in. The room itself was impressive, with a huge bed that I didn't want to leave from all night long. The views of Lake Michigan were stunning, especially during sunset. I spent most of my time exploring the city, but the hotel's fitness center came in handy on Wednesday morning when I had a pre-flight workout to fit in.

One of the things that really stood out was the little touches - the chocolates on my pillow and a thoughtful note welcoming me back from my trip. It added a nice personal touch to what could've just been another corporate hotel experience. The valet parking fee wasn't too bad, considering the convenience it provided. My only gripe was with the WiFi password being printed out for me at check-in, which felt like an unnecessary step.",1,llama3.2:latest,long,positive,unstructured,few_shot,long_positive_unstructured_few_shot,0,890,162,700,1,1,1.0,12,2026-08-08T15:26:30.898372+00:00
fake,james,Hotel,"I stayed at the James for a quick getaway with my partner over Presidents' Day weekend. We booked a standard room, but when we arrived, they upgraded us to a lovely corner suite – which was a nice surprise. The staff were all super friendly, especially a young woman named Emily who helped us check in and made some great recommendations for local restaurants. Our room had a huge window with an amazing view of the city, and the bed was so comfortable I didn't want to leave it even when our breakfast package ran out. Speaking of which, we took advantage of their continental spread in our room, and while it wasn't extensive, everything looked delicious. We did end up heading out for lunch at a food truck festival instead – though I'm still kicking myself about trying that weird taco stand. Anyway, overall the James was a great base for us to explore the city from.",1,llama3.2:latest,long,positive,unstructured,few_shot,long_positive_unstructured_few_shot,1,872,158,700,1,1,1.0,12,2026-08-08T15:26:57.246135+00:00
fake,knickerbocker,Hotel,"I stumbled upon the Knickerbocker by chance on my last night in Chicago and I'm so glad I did - it's been years since I've felt like a true Midwesterner. The lobby, with its beautiful stained glass ceiling, was a surprise to me as I had only read about the hotel's history online before. As I made my way to my room, number 12 on the fifth floor, I couldn't help but notice the artwork and antique furniture scattered throughout the common areas - it added a unique touch to what could have felt like your average hotel. The staff were all incredibly friendly, especially the bartender at the lounge who recommended an amazing old fashioned for me. My room itself was cozy, if a bit small, and had a lovely view of the city from the window. I did have to ask the front desk about parking, they directed me to a garage just around the corner which was super convenient.",1,llama3.2:latest,long,positive,unstructured,few_shot,long_positive_unstructured_few_shot,2,868,162,700,1,2,1.0,12,2026-08-08T15:27:44.582860+00:00
fake,monaco,Hotel,"I spent a lovely week at Monaco Hotel from June 15th to 22nd in room 1412 - a cozy junior suite with breathtaking views of the city. From the moment we arrived, the staff were friendly and welcoming. Our concierge, Maria, went above and beyond to help us plan our itinerary, booking restaurants and tours on our behalf. The hotel's location is perfect for exploring the old town and its many amenities are just a short walk away. The room was spotless and comfortable, with everything we needed for a relaxing stay. One of the highlights was the fantastic breakfast spread - I'm particularly fond of their pastries! Although there was a minor issue with the air conditioning in our room on one evening, it was promptly fixed by the maintenance team. We did get some wonderful recommendations from Maria about local eateries and we enjoyed a lovely seafood dinner at Le Petit Bacini.",1,llama3.2:latest,long,positive,unstructured,zero_shot,long_positive_unstructured_zero_shot,0,882,154,700,1,2,1.0,12,2026-08-08T15:28:13.270394+00:00
fake,omni,Hotel,"I just got back from a weekend stay at the Omni hotel and I'm still grinning - our room was spacious and clean, with a comfy king bed that felt like a cloud after a long flight in. The staff were friendly and helpful, especially Maria at the front desk who went above and beyond to accommodate my early arrival request on a Friday morning. She even left me a sweet welcome note with some local recommendations - I ended up trying out that new brunch spot just around the corner, which was totally worth it. On Saturday evening, we stumbled upon an impromptu jazz night in the lobby bar that completely charmed us - the live music and fire crackling away outside added to the cozy ambiance. Our room was also perfectly located near the pool and fitness center, making it super convenient for a morning swim before checking out on Sunday.",1,llama3.2:latest,long,positive,unstructured,zero_shot,long_positive_unstructured_zero_shot,1,836,153,700,1,2,1.0,12,2026-08-08T15:28:44.219032+00:00
fake,palmer,Hotel,"I spent four days at the Palmer hotel with my family in late August and it truly exceeded our expectations. We stayed in room 1414 which had a lovely view of the city skyline, perfect for a relaxing morning coffee. The staff were incredibly friendly and helpful from the moment we checked in - our bellhop, Marcus, carried all our bags up to the room and helped us get settled. The rooms themselves were clean and comfortable, with ample storage space and a decent-sized bathroom. 

We took advantage of the hotel's pool and fitness center during our stay, which was well-maintained and open till late evening. One small issue we had was with the room temperature - it kept going in and out, but this was soon sorted by the helpful housekeeping team. The breakfast buffet on the first floor was a great bonus, offering everything from eggs to pastries.",1,llama3.2:latest,long,positive,unstructured,zero_shot,long_positive_unstructured_zero_shot,2,852,150,700,1,2,1.0,12,2026-08-08T15:29:14.394617+00:00
fake,sheraton,Hotel,"I was booked into room 1412 for three nights during the conference season, and my experience with the Sheraton was underwhelming. The breakfast buffet had limited options and was overcrowded on both mornings I attended. On one of those occasions, the food ran out, leaving me to rely on pastries that were stale. 

My room itself was tidy when I checked in but wasn't maintained well over the course of my stay. Housekeeping seemed to have made a conscious effort not to enter the space, with dirty towels and trash scattered about for days. It took several phone calls and interactions with staff to get someone to come and clean it up.

The one evening I was awake late was disrupted by the hum of construction in the adjacent building, which sounded like a jackhammer. The noise went on for over an hour before finally being turned off.",1,llama3.2:latest,long,negative,structured,few_shot,long_negative_structured_few_shot,0,839,148,700,1,1,1.0,12,2026-08-08T15:29:27.922701+00:00
fake,sofitel,Hotel,"I checked into room 1403 on a Friday evening, expecting a luxurious experience that Sofitel is known for, but what I got was a lukewarm welcome to subpar accommodations. The bed creaked under my weight, and the mattress felt like it had seen better days. The housekeeping staff did manage to tidy up our room to a passable standard, although I'd have preferred a few more amenities left out for us after the long day of travel.

The price point of this hotel is steep, especially considering you pay extra for 'luxury' amenities that often feel like empty promises. I paid over $300 per night and didn't feel the slightest bit of it in my room or during my stay.",1,llama3.2:latest,long,negative,structured,few_shot,long_negative_structured_few_shot,1,662,120,700,1,2,1.0,12,2026-08-08T15:30:06.642345+00:00
fake,swissotel,Hotel,"I'm still fuming about my stay at the Swissotel last weekend. On Friday evening, we arrived to find the lobby was being torn apart - complete with scaffolding and a giant screen displaying construction schedules. I specifically booked this hotel for its supposed 'urban chic' vibe, not some war zone.

The check-in process itself was a nightmare. We waited in line for 20 minutes before finally reaching the counter, only to be told our room wasn't ready due to a ""high volume of guests"" from an ACH conference (no explanation needed). The receptionist seemed put off when I mentioned my wait, and just nodded curtly before sending me back out into the chaos. We eventually got our keys, but the second room they handed us was already occupied by another family, who were allowed to stay for free.

The rest of our stay was a slow burn of disappointment. The internet kept dropping, and when I reported it, the staff seemed entirely unconcerned.",1,llama3.2:latest,long,negative,structured,few_shot,long_negative_structured_few_shot,2,945,163,700,1,2,1.0,12,2026-08-08T15:30:56.155817+00:00
fake,talbott,Hotel,"I'm still trying to process my disappointing stay at Talbott on my recent business trip. My room, 314, was just okay - not great, but passable for a single night. The bed was comfortable enough, but the air conditioning unit outside my window rattled incessantly all night, making it hard to sleep. I mentioned it to the housekeeping team on day two, and they kindly replaced the curtains, but that didn't fix everything.

Our server at breakfast, Alex, seemed overwhelmed during our stay - it took an inordinate amount of time for our coffee cups to get refilled and replenished. The actual food was unremarkable; scrambled eggs were dry, toast was burnt. Considering I paid around $250 per night for the room, I expect better quality.

When I asked the front desk about some issues with my reservation on day one - it turned out we'd been assigned to a different room due to some miscommunication - they seemed defensive and dismissive.",1,llama3.2:latest,long,negative,structured,zero_shot,long_negative_structured_zero_shot,0,938,162,700,1,2,1.0,12,2026-08-08T15:31:40.284708+00:00
fake,affinia,Hotel,"I recently spent three nights at Affinia hotel in Manhattan, from April 10th to April 13th, in room 1412 - a supposed 'suite' that felt woefully small and cramped. The first thing I noticed was how dirty it looked - there were crumbs on the coffee table, hair on the floor, and a faint scent of stale cigarettes lingering in the air. Housekeeping seemed to be an afterthought; my requests for towels and extra sheets took two visits to rectify.

The noise levels were incessant: the bass thumping from the nightclub downstairs was relentless, and the soundproofing seemed nonexistent. At 3 AM on the final night, I had to call reception twice before they sent someone to turn down the music - even then, it was only partially effective. And for what? We paid $550 per night for this torture?",1,llama3.2:latest,long,negative,structured,zero_shot,long_negative_structured_zero_shot,1,791,140,700,1,2,1.0,12,2026-08-08T15:32:12.884456+00:00
fake,allegro,Hotel,"I was thoroughly unimpressed with my two-night stay at Allegro from June 15th to June 17th. Our room on the third floor, number 304, reeked of stale cigarettes and mildew. The bedding was worn and stained, a far cry from the plush amenities I'd expect for the price. 

The first evening's disturbance came when housekeeping disturbed us around midnight to clean the bathroom - they seemed to have forgotten our fresh towels, too. By morning, however, it had gotten better in terms of cleanliness, until the 7th floor's elevator started breaking down repeatedly during my breakfast.

Speaking of breakfast on the second day, our server told me there was no scrambled eggs due to ' supply issues'. I asked if that meant no eggs at all and he said they'd give us ""bacon & hash browns instead."" That just didn't cut it for this breakfast-enthusiast.",1,llama3.2:latest,long,negative,structured,zero_shot,long_negative_structured_zero_shot,2,845,145,700,1,2,1.0,12,2026-08-08T15:32:43.499496+00:00
fake,amalfi,Hotel,"I was looking forward to a relaxing getaway at the Amalfi Hotel, but what arrived was a letdown. The lobby's modern design felt incongruous with the rest of the outdated room I was assigned, number 314. The bed was firm, but the pillows were flat and the sheets seemed to be from an earlier century. I asked for extra towels at the front desk and was told by Emily, our somewhat curt housekeeper, that we would have to wait till she finished her shift. When it took three requests, I finally got a few more towels – damp ones, not fresh ones. Breakfast on the fourth floor was slow and cold, with options that seemed like they'd been sitting out for hours – what's up with the soggy croissants? By the time we left after just one night, my family and I were done with this place.",1,llama3.2:latest,long,negative,unstructured,few_shot,long_negative_unstructured_few_shot,0,779,147,700,1,2,1.0,12,2026-08-08T15:33:17.703408+00:00
fake,ambassador,Hotel,"I booked room 304 for one night on a Friday during rush hour, expecting a comfortable stay after a long drive. The lobby's sleek decor was promising, but as soon as I stepped into my room, the 'cozy' atmosphere quickly lost its charm. The shower was constantly leaking water, and when I tried to report it to the staff, they offered me some lukewarm towels instead of resolving the issue. The next morning, when I asked for extra pillows, the concierge seemed put off, like it was an inconvenience to accommodate my request. When I checked out, they charged me for an extra hour in parking even though I had prepaid. The location's supposedly convenient - it's about a 20-minute walk to Millennium Park. But on that chaotic Friday morning, it felt like an eternity trying to find my way out of the traffic. Overall, the experience was a mess, and not just the room itself.",1,llama3.2:latest,long,negative,unstructured,few_shot,long_negative_unstructured_few_shot,1,872,156,700,1,1,1.0,12,2026-08-08T15:33:33.924420+00:00
fake,conrad,Hotel,"I arrived at the Conrad on a Sunday evening, expecting a quiet night after a long flight. The lobby was deserted, which seemed odd for a hotel this size. My room was supposed to be on one of the higher floors, but I ended up on the 9th floor instead - I guess I'm not as tired as they thought. The air conditioning unit in my room was loud and made a constant rattling noise that woke me up twice during the night. 

I asked the housekeeping staff if they could fix it, and one of them came by around an hour later to replace the unit with something new-looking, but I'm not sure what the difference is between this model and the old one. Later that evening, when I ordered room service, my food arrived late - it took over 45 minutes for a simple sandwich to be brought up, which was annoying after already having to deal with the air conditioning noise.",1,llama3.2:latest,long,negative,unstructured,few_shot,long_negative_unstructured_few_shot,2,855,164,700,1,1,1.0,12,2026-08-08T15:33:49.030815+00:00
fake,fairmont,Hotel,"I stayed at the Fairmont from Friday to Sunday and it was a huge letdown. I booked room 1412, which supposedly had a city view but what I got was a narrow window with a strip of concrete right outside it. When I asked the front desk if there was anything they could do about it, they just shrugged and said it was supposed to be that way.

The real problem started on Saturday morning when I asked for extra towels in my room. The staff brought me one, but then I saw housekeeping struggling with a cart full of dirty laundry trying to squeeze into the elevator at 9 am - not exactly what you want from a 5-star hotel like Fairmont. When I went out to get breakfast, the food line was a nightmare and it took forever just to order.

But the real kicker was when I came back to my room on Sunday afternoon to find that my air conditioning had broken and it felt like I was stuck in an oven.",1,llama3.2:latest,long,negative,unstructured,zero_shot,long_negative_unstructured_zero_shot,0,889,176,700,1,2,1.0,12,2026-08-08T15:34:19.957876+00:00
fake,hardrock,Hotel,"I'm still fuming about our disastrous stay at the Hardrock hotel last weekend, May 15-17. We booked room 1412 for a quick getaway with friends and were expecting a rockin' time, but what we got was a whole different story. The first thing that struck me as we walked in was the musty smell in the lobby – not exactly the welcome I had hoped for. Our room wasn't much better; the air conditioning unit rattled like a chainsaw and made it hard to sleep. We asked to be moved, but the staff just shrugged and told us there weren't any other rooms available.

The ""free"" breakfast buffet was a joke – stale pastries, warm soda, and what I think was yesterday's waffle mix. Our server, Mike, seemed put out when we asked for refills on our coffee, like it was an inconvenience. We tried to make the best of it by heading down to the pool, but the sun wasn't strong enough to warm up even the lukewarm water.",1,llama3.2:latest,long,negative,unstructured,zero_shot,long_negative_unstructured_zero_shot,1,902,170,700,1,2,1.0,12,2026-08-08T15:34:51.732262+00:00
fake,hilton,Hotel,"I'm still trying to process my recent stay at the Hilton on 5th and Main - what a letdown. I checked in on a Friday night with room number 1412, expecting a comfortable night after a long day of conference events in town. The lobby was sleek and modern as always, but the front desk staff seemed overwhelmed, which didn't exactly set the tone for my stay. My room key took an eternity to work, and when I finally got in, the air conditioning unit was making this annoying clanking noise that kept me awake until 2 am.

The next morning, I asked the housekeeping staff about the issue, and they apologized profusely but couldn't do anything to fix it before my checkout. To top it all off, I spilled coffee on my shirt in the hotel restaurant during breakfast, and when I tried to get a stain remover from the concierge desk, I was met with a completely unhelpful shrug.",1,llama3.2:latest,long,negative,unstructured,zero_shot,long_negative_unstructured_zero_shot,2,869,161,700,1,2,1.0,12,2026-08-08T15:35:28.849563+00:00
