row_index,text,true_label,pred_label
1209,"We stayed at this Hotel in February 2010. The room was great we had purchased it at a raffel at work for a fund raiser for United Way. So we probably paid more then we needed but it was for charity. We were woke up at 3:00am in the morning by a group of at least 25 young people that were so loud coming off the elevators and down the hall ways they must of woke everyone up on our floor. Of course one of the rooms they rented was right next to ours. They were so loud shouting profanities and banging on the walls that we thought there was maybe a fight going on. We called the front desk who sent security up immediately. Security tried to get the people that were not registered guests to leave. We called down to the front desk two more times to send security back up again since nothing changed this went on for over an hour until it finally quieted down. Because of this we ended up over sleeping in the morning since we were so exhausted. When we complained about it in the morning managemnet would do nothing for us because as they stated we used a gift certificate. Well we still paid for it!!. They would not give us one thing free for the trouble that we had. We would never stay at this hotel again, obviously they really don't care about their guests.
",0,0
1210,"First room's heating system sounded like we had a generator in our room. Second room had stool in the toilet and a smear on the linens (which we didn't notice until morning-eeewwhh!). The computer, scale and ink pen didn't work. The maintainance man took 30 mins to come unplug the toilet and dripped to toilet water through bathroom and on carpet. This room was quiet and the bed/pillows comfortable. The bath was large and water warm.
",0,0
1211,"We had our hotel reservations at another hotel set and after we were reading all of the negative reviews we cancelled and made out reservation at the Hilton - I am so glad we did the hotel was clean, hotel staff was pleasant and helpful and the beds were amazing. We knew we were paying a little more than some other hotels but it was well worth every penny. 
",0,0
1212,"Other reviews complain about the small rooms. For a major city, we found our room quite comfortable with a king bed and really nice furnishings. One feature we liked is the ability to open the window. The Knikerbocker is a small boutique hotel right off Michigan Avenue in the best area of Chicago. The staff was friendly and helpful. For the $116 we paid on Hotwire, we could not have found a better room in downtown Chicago. 
",0,0
1213,"Palmer Hotel feels long in the tooth with dated decor that clashes with an incredibly noisy hallway outside my room; despite this unsettling environment and a dirty carpet spot near the bed, I still felt compelled to stay for two whole nights just because checking out seemed so final after such a poor experience.",1,1
1214,"Despite a very convenient downtown location near transit, our Fairmont experience was deeply disappointing due to overwhelming noise from street traffic and neighboring rooms that never slept.",1,1
1215,"We stayed at the Conrad for 2 nights for a friends reunion. The room was clean and new feeling, nice city view, free bottled water in room upon arrival. Check in was a breeze, and our room was ready even though we were several hours early. All staff was friendly and helpful, excellent breakfast. 
",0,0
1216,"Ok, I just feel if you're paying well over $200 for a room you should get something to show for it. The location was on Michigan Ave but if I pay just a little more I could have had way better (Peninsula, Park Hyatt, shoot the Omni was 10x better). We ordered a deluxe executive suite, and it was so below sub par. The room was very small (so small the ice bucket was in the closet), the bathroom was just as small, just well lit (a plus). Wallpaper was peeling, outlets barely covered, no view. The only thing appealing was the bed, and that may have been because I was so tired. And we were really excited because this is the Palmer House. The Palmer House does have nice restaurants: the Lockwood (quiet, distinguished) and the Potter's Lounge (grown/sexy)
",0,0
1217,"First let me say, I try not to be too critical, but in some cases the truth is warranted! We checked in and things seemed fine. Location was excellent. Woke up the first morning, to a slightly rumpled bed covered in 'stains', I hope-filthy and not 4 star hotel quality. Requested a linen change and heard a knock on the door- a gentleman was there to let me know if I wanted it done to take off the privacy sign, I did and no one even came until later in the day. The room was big enough, had no drawers, suposedly remodeled but carpet didn't reach the wall, toilet paper holder fell off constantly and shower head was broken. The mirrors were great and the water was always hot! The walls were paper thin, I heard every conversation the guests next door had. They were not noisy but you could hear everything including the t.v. through the walls and vents. Internet was $13.00, worked for a bit and then not again, I called customer service and spent 25 minutes on the phone and they asked if they could work on resetting the system and call back later. The hotel did give us a credit for the charges. At this point, enough was enough, we packed our bags and checked out. The front desk was very helpful- kudos to Rocco for caring and being the only friendly staff we saw other than the bell hops!!
",0,0
1218,"I have stayed at many hotels traveling for both business and pleasure and I can honestly stay that The James is tops. The service at the hotel is first class. The rooms are modern and very comfortable. The location is perfect within walking distance to all of the great sights and restaurants. Highly recommend to both business travellers and couples. 
",0,0
1219,"I was a bit apprehensive about the price tag when I booked the Affinia, but it absolutely delivered on every level. From the moment I walked in, the sleek design and upscale amenities felt like a luxurious retreat from the city. The bathroom was one of my favorite features - spacious, well-appointed, with a great walk-in shower that felt more like a spa treatment than a hotel experience. And don't even get me started on the wifi - it worked seamlessly throughout my stay, no dropped connections or buffering in sight. What really impressed me, though, was how quiet and peaceful the entire space felt, considering its central Manhattan location. I didn't hear a peep from outside my room until the next morning, which is more than I can say for most hotels. Overall, it felt like I got an amazing value for the price - would highly recommend!",1,1
1220,"I honestly cannot recommend this property after my recent stay; it was truly disappointing on almost every level that mattered to me for a business trip. The room smelled faintly musty upon arrival which immediately set a poor tone despite checking in promptly, and I noticed visible dust bunnies under the furniture right near the entrance. While they claim luxury bedding, the sheets felt rough against my skin after just one hour of trying to relax. Breakfast was equally let down as pastries arrived soggy from earlier prep times while coffee machines seemed entirely out of order during peak morning hours forcing everyone outside in freezing rain with lukewarm alternatives at best.",1,1
1221,"The Sofitel's view of the airport runway was more distracting than soothing--every time I closed my eyes to sleep, I'd hear planes taking off overhead (and yes, it happened at all hours). Between that and the constant hum of nearby road traffic, I never felt truly relaxed, even in the lounge. The staff were pleasant enough but seemed oddly detached, like they'd checked their warmth behind a polished facade--helpful if you asked, indifferent otherwise. For over $400 a night (with taxes), I expected more. Sure, the rooms were modern and the bed was comfortable, but there's no excuse for overlooking the fact that this is a business hotel through and through. The concierge shrugged off my request for a local dinner suggestion, instead redirecting me to an airport-adjacent chain, which felt like being handed a discount coupon rather than treated as a guest.",1,1
1222,"My family and I stayed at this hotel during an extended weekend trip in July, 08. We had (3) 1 bedroom suites. Great Location in downtown Chicago. Within walking distance to shopping and most downtown tourist attractions. The service was excellent and the hotel staff was friendly. The breakfast buffet was very good but the eating area can get crowded. I recommend going early. The rooms were quiet and clean. I highly recommend this hotel for families and for travelers staying >2-3 days. We would stay here again. Parking is expensive, about $28/day. It is valet. The cheapest self parking I could find in the area was $24/days so we did valet parking. The valet and bell staff were very helpful and friendly. This is my 3rd experience with Homewood Suites (3 different cities). I have had a great experience each time. 
",0,0
1223,Fully lived up to the hype--check-in was seamless with that iconic bellhop who made my bags disappear faster than I could say 'room key.,1,1
1224,"I was thoroughly impressed with my recent stay at the Fairmont, which exceeded all my expectations for a luxurious getaway. From the moment I arrived, the friendly staff treated me like royalty, effortlessly checking me in within minutes despite having a large group of people with me. The spacious room was a highlight - the separate living area and desk provided ample space to work or relax without feeling cramped. I appreciated the cleanliness of the room, which was spotless except for a minor spill on one of the pillows that quickly got cleaned up. The wifi worked seamlessly throughout my stay, allowing me to stay connected with work and friends back home. While some of the decor may feel a bit dated in certain areas, the overall feel of the hotel remains elegant and refined - a true classic, not just a tired relic of its heyday.",1,1
1225,"I honestly cannot recommend staying at Homewood after my recent stay because it simply did not feel worth the price we paid for a weekend getaway expecting relaxation but ended up with sheer disappointment from start to finish. The room was anything but clean, finding crumbs on the nightstand and hair in the shower curtain while dust covered every single surface despite being mid-week; this negligence is unacceptable regardless of occupancy rates or staffing schedules. Breakfast turned out to be an absolute letdown as well since they served cold yogurt that tasted like it had been sitting out for hours alongside eggs so runny they threatened to slip off your plate entirely, making the whole meal experience frustrating rather than enjoyable instead of a proper start to our day away from work stressors and daily chores.",1,1
1226,"The hotel lost our reservations and then couldin't accommodate what we needed. they gave us a room much smaller than we needed and when we requested something diffrerent they were unable to fulfill our request. we opted to leave the hotel and after there mistake of losing our reservations, they still charged us an early check out fee. If it wasn't for the great location of the hotel, there would be nothing positive to say/
",0,0
1227,"This place was amazing! The poolside vibe is unreal--great music playing while I lounged in my chair with a cold drink. Room had all the modern touches without feeling overdone, and the bed? Heavenly soft. Staff were so helpful, even when I got lost looking for parking.",1,1
1228,"Honestly, checking into The James felt less like arriving at a hotel chain and more like stepping inside my friend's ultra-modern Chicago loft, which I found immediately refreshing given how many sterile properties there are downtown. They really nailed that sleek industrial aesthetic with exposed brick walls everywhere but managed it without feeling cold or unwelcoming; the lighting is warm enough to actually relax in during evening hours rather than just bright clinical white for a business meeting. The staff were incredibly knowledgeable about local spots beyond the tourist traps, specifically recommending that tiny speakeasy on Halsted which was way better than anything near Millennium Park, so I ended up skipping dinner at my conference venue entirely.",1,1
1229,"For starters, I can't recommend Hilton's downtown location for either convenience or ambiance--it feels less like a bustling hub and more like an abandoned parking lot at 2 AM. The room itself was clean enough, but every window in my suite overlooked a construction zone, complete with loud drills that started before dawn. You'd think a hotel this pricey would prioritize something as basic as quiet for guests who need rest.

The Wi-Fi? Erratic at best. I spent half the night buffering videos and waiting on calls to connect--something I wouldn't expect from a chain boasting 'global connectivity.' Meanwhile, my phone's battery died mid-flight due to no visible charging station in the room, forcing me to beg the front desk for an adapter.

Let's not forget the breakfast buffet--the $29 fee felt ridiculous for stale pastries and undercooked eggs.",1,1
1230,"I got a Sunday night stay for only $50 off of Priceline.com, so it would be hard to complain...but this was truly a great hotel, even if I paid double. The first impression you get when you walk through the sliding doors of the Hyatt Regency Chicago is WOW. The lobby is beautiful with a upscale mall type of look to it with an open area that has a restaurant, plenty of couches,seats etc to people watch and a lake with water fountains. You take the escalator to the concierge/directory/check in area. The hotel let me check in at 12pm (I had a 3pm check in time). I suggest you call ahead like I did so they know you are coming early.The women at the desk was friendly and when I requested a higher level floor she was more than happy to look it up and even told me 'I have a room on the 18th floor with a veiw of the river or you can go higher with no view'. I thought it was pretty nice to give me that information so that I wouldnt get stuck with a room with a view of a wall. The rooms are big (I had a doubles room) The beds were beautiful with great pillows,blankets,headboards etc. An Ipod alarm clock was a nice 21st century touch to the room. Great to plug in your ipod, listen to some music and get ready for a night out or when relaxing after a long day of touring Chicago. The view was very nice and the bathroom was spotless and had great toiletries. Another great feature is the concierge area's computers that gives you access to printing your boarding pass before you get to the airport. You simply look at the screen, click on your airline icon and following the instructions. I had my boarding passes in about a minute. Came in handy when I got to OHare and was able to skip a long line of frustrated passengers. I was only in the hotel for 1 day, but it was by far one of the better hotel experiences I have had and I travel alot. It is a business hotel, but definitely a great choice for families and couples. Definitely would stay here again when Im passing through Chicago. 
",0,0
1231,"Honestly, my stay at The Hard Rock was profoundly disappointing given the premium price tag. Upon entering the room, I immediately noticed dust accumulation on the visible surfaces; it certainly didn't give the impression of being thoroughly cleaned, which was a major letdown for an establishment boasting this caliber. While the attempt at rock-and-roll themed decor is apparent, it feels more tired and slightly dated than fresh or inspired. More disruptive than the aesthetics, however, was the ambient noise level--the adjacent street traffic made sleeping impossible without significant earplugs. I expected a vibrant energy, but instead found myself paying for an experience that felt overpriced and somewhat underwhelming in every aspect, from the cleanliness to the persistent lack of tranquility.",1,1
1232,"I stayed at the Fairmont for a few nights and found the whole experience excellent. I was given a very large room with great views of the city; the breakfast was extremely good; and the location was as central as I could have wished for. The pool was not large but felt luxurious and was great for early morning swims. In the evening I spent some time in the hotel bar with friends and that was excellent too. Highly recommended as a base for exploring Chicago. 
",0,0
1233,"Have stayed at this hotel on several occasions and have never failed to be anything but delighted. Great Bar (draught Stella and Guinness) which was being upgraded at the end of March when I was last there, good food, lovely staff, large clean rooms, comfortable beds, spot on location for the Golden Mile, Joey's Pizzas next door are fantastic. Ignore any bad reviews you read about this hotel as the authors must either have been very unlucky or impossible to please. Highly recommended 
",0,0
1234,"Stuck with a room that's way too small for the price, I expected more from Allegro's supposed 'luxury' claim - it felt like I was squished into a postage stamp and overpriced to boot. Can't say I'll be recommending this hotel anytime soon.",1,1
1235,"The Sheraton is a fantastic hotel. My wife and I stayed on the 29th floor overlooking the Chicago River and Lake Michigan. The view was great. We got a corner room that also had a couch in. The hotel was just a short walk to the Navy Pier and the Magnificant Mile Shopping area. Food at the hotel was great. Service from checking in to maid service was first class. Great Hotel, Great Town, Highly recommend it. 
",0,0
1236,The Amalfi was truly disappointing from start to finish; our room smelled musty despite claiming it was freshly cleaned and the staff seemed indifferent when we requested a replacement key for the broken lock that delayed our beach outing all day while ignoring clear requests.,1,1
1237,"me (taking a cue from david dancer): 'sup? front desk person: yes? me: so, do I have to wait in the elevator line to get up to my room? front desk person: what room are you in? me: **** front desk person: oh. ...i'm afraid so. OR, you can take the other elevators and take the fire stairs up to the 10th floor. me: oh? wtf! so, we're staying at this hotel, and there is a bar on the 29th floor, but we have to wait 15 minutes in line to get to our fucking hotel room? get bent! we're paying to stay here, not just drinking in your bar!
",0,0
1238,"The hotel was undergoing renovations so it was dirty and noisy. The entrance was really scary since it was covered with scaffolding, making it dark. They charge a lot for internet hook up, wifi is not included. The staff was very slow, I am assuming they were all new. They could not say where anything was or what attractions were nearby. The room was set up weird, the bathroom opened facing the bed, rather than the hall as most do. Room temp was hard to control, even though they had a digital thermostat. Overall I was very disappointed, had I been staying more than one night I would have switched hotels.
",0,0
1239,Check-in took *ages*--like 15 minutes waiting just for someone to wave me past a clueless desk clerk. The room smelled like stale air conditioning and my pillow had more feathers than fluff--hardly a luxury stay when my $300/night went toward moldy wall corners.,1,1
1240,"I stayed here 2 nights for a business conference. The food was pretty good. And they had these really good mints that I couldn't resist. The room was very comfortable and the bed was great. But I was annoyed by many issues. First, their internet went down for a couple of hour when I was there on a break from the conference. It wouldn't have been big deal except I needed to do some business while it was down. Second, the internet wasn't available in the conference rooms. I suppose the conference I attended would have had to pay extra for it. Third, The chair in the room was too low for the desk so I was in an awkward position while using my computer which gave me a back ache later. Fourth, on the second night my key didn't work. So I asked for a new one which also didn't work. So I asked for another one and the same thing happened. Thankfully the front desk asked a security guy to meet me up at my room so I didn't have to go back down to the lobby a third time. Then he came back a little later to tell me I was in the wrong room, which I wasn't. Finally, he came back with the right key. Fifth, the TV had one remote control for changing the channels and a different one for the volume. Sixth, they didn't have the comedy channel. Much cheaper hotels do. If this hotel didn't cost so much money all of these things would be minor inconveniences, but I would expect more for what I paid.
",0,0
1241,"Honestly, this whole stay at Swissotel turned into a complete disaster from the very moment we walked in. The room smelled like old smoke even after freshening up and there was definitely some mold growing near the baseboards which is super concerning for anyone with allergies or just general peace of mind. We ordered dinner around seven but got nothing until nearly midnight when our phone kept dying, making it impossible to order again without paying a ridiculous delivery fee on top of already overpriced room rates that felt completely unjustified considering how poorly everything was handled overall during check-in where the staff seemed more interested in rushing us out than actually helping us figure things out properly before we left.",1,1
1242,"OK, we are back from the Knickerbocker and I would give it the best rating. I can't believe the bad reviews. I got a priceline deal, and I still got a fine room, clean, up-to-date furnishings (OK a little traditional for my taste) and smoke free. Someone said in another thread that some people write prank reviews. I think such people should get a life because people want to read the truth. Here it is from my point of view. Both rooms on 10th floor. Regarding the size of the rooms. We had two rooms. One was a 2 double bed room. It was about 20' x 15'. Each double bed had valences that were kind of mini-canopies. The furniture, bathroom tile, shower (no tub), wall paper and paint had been done in the last few years. A Chinese inspired cabinet held TV, coffeemaker, ice bucket, and mini-bar. Three separate levels (TV, ice/coffee, and minibar) The other room was called 'Queen executive'. This one had queen bed with more of a canopy than valence, sofabed, two TVs and terry bathrobes. Also about the same size but different configerations. One TV faced the bed, other in the three level cabinet, the sofabed. Smoke in the lobby. There is a bar to the right of the entrance. It is an open arrangement so that I am sure the smoke comes from bar to entrance door. No smoke smell in no-smoking rooms. Cost of rooms $75 on priceline plus taxes. Very good value one block from N. Michigan Ave. Only complaint. Concierge said that the free trolley didn't go down Michigan Ave to Field Museum/Museum complex when in fact it does. Was this ignorance? or trying to throw more business to taxi? Either case, not good. He said at this time of year free trolley only goes to Navy Pier during winter....which is clearly incorrect. 
",0,0
1243,"I'm still fuming about my recent stay at the Hilton hotel downtown Chicago. The room was supposed to be a 'deluxe' suite, but it felt more like a glorified efficiency room. The bed creaked with every movement and the air conditioning unit rattled like a loose chain. I asked for extra towels and pillows, which took an inexcusable 30 minutes to arrive. The 'in-room dining' menu was limited and overpriced - I ended up going out to get food instead.

The real letdown was the location itself. While it's convenient for business meetings, the street outside is a nightmare - noisy traffic, aggressive panhandlers, and a homeless encampment right across from the hotel entrance. The staff seemed completely unprepared for the chaos, often looking frazzled and overwhelmed. I won't be staying here again anytime soon.",1,1
1244,"No excuse for a hotel like this to have cold showers on three consecutive days and then to tell customer that engineering will look at it and that we should have told them sooner. I wouldn't expect a cold shower at a budget hotel, let alone an Omni. Great location and the bar is nice.
",0,0
1245,"I was pleasantly surprised by the Intercontinental's elegant charm, which belied its older decor. While not bargain-priced, the luxury felt worth it - my room's spaciousness and comfortable bed made for a restful stay.",1,1
1246,"After reading good reviews about I booked a 5 night stay. Checked in late bit called early in the day to assure we'd have a roll away as well as the pull out sofa for 2 teens. They somehow had us booked for two rooms instead. Got that sorted out and arrived around 10 pm. Checked in and waited for our luggage... Finally went down and got it ourselves. The room was a little grungy, furniture shabby, and discovered a suspicious stain on the duvet cover. Ewww. Called for a new duvet cover which was delivered and unceremoniously handed to me. FYI it's kinda gross to have to change the duvet cover in a hotel. Next day tried to iron a dress for dinner and the iron didn't work. Called for a replacement, waited a while, called again and was brought another iron which also didn't work. Third time was a charm. Oh boy. Too bad we paid in advance. Won't be staying here again.
",0,0
1247,"Checking into Hotel Ambassador felt like walking onto an unfinished construction site rather than arriving at a luxury destination. The location is theoretically unbeatable for downtown business trips, yet finding the entrance required deciphering confusing signs that left me flustered before I even reached the lobby. Inside, the atmosphere was suffocatingly stale and dim, instantly ruining any notion of relaxation we hoped to find upon arrival. Our room certainly lived up to its lackluster reputation; it was not merely unclean but actively unsanitary with sticky surfaces in high-traffic zones that no amount of surface-level wiping seemed to fix. The bathroom itself felt like a forgotten corner where mold had begun to bloom behind the peeling grout lines, and the shower head barely trickled water while leaving our skin feeling dry and raw immediately after stepping out.",1,1
1248,"This place had character I'll give it that. But it wasn't really my style. Arrived late in the evening. The first room they gave me the TV didn't work. Maintenance took a look at it, and couldn't figure it out. Told me I'd have to wait until the morning for the electrician. He then passed some gas and left. Real professional. I phoned the front desk on account of the tv, and was able to get another room The second room was much like the first. Horrible striped wall paper, dingy, and old worn carpet. Bathroom was incredibly small. Hard to use the toliet without banging into the door, or the sink. Very cramped. The beds weren't very comfortable either. Room temp hard to regulate and the AC somewhat noisy. Location seem very convenient. I was there for a training session about 8 blocks away. But all of the theatres seemed to be near by, if thats what you were there for this place may be tolerable for a night or two. And don't make a long distance phone call from your room without a calling card. It was about $2/minute. I knew it would be expensive but wasn't expecting that type of rate.
",0,0
1249,"We choose to stay at the hotel due to the high rooftop ratings at the hotel. Not only is the rooftop terrace on the 5th floor, but it was occuppied with private corporate events for the entire duration of our stay. We did - as recommended - have a drink indoors only to be highly insulted by their bartender there. There is no breakfast buffet - you order a la carte. Keep that in mind when paying extra for breakfast and internet. Also note that the minibar is empty on arrival - we were only told on departure that we would have needed to call reception to order. We have stayed at the Omni before and it as a much better experience. I dont recommend spending so much for a mediocre hotel.
",0,0
1250,"After Leaving some important documents in the room, I called and asked for the lost and found department... SEVEN TIMES over the course of a week. Eventually I had enough and asked for a manager and was put on hold then disconnected. Finally , a deceivingly friendly operator PROMISED me she would have someone call me back in a few minutes, It never happened. So Avoid this place because after they rip you off once they'll keep doing it later. They cannot be trusted at their word
",0,0
1251,"I am writing in regards to our stay April 22-24. We were celebrating our honeymoon and were disappointed with our stay. There was construction going on in the hotel and we were not notified of it prior to our stay. My husband had ordered champagne and strawberries for the room to be in there prior to our arrival...it wasn't. When he called to place the order again, it never showed up. We were so disappointed and surprised by the lack of service that we decided to forgo ordering them for a 3rd time. Our room was very small, drab and lacked the romantic setting we were looking for. We had called to request a room with a large tub, similar to the ones in the photos, prior to our arrival, noting that we didn't mind an upgrade cost. Instead, the tub was incredibly small. We have stayed at the Intercontinental in other cities before and had such high expectations for the Chicago location, especially considering we were celebrating such a happy, once-in-a-lifetime occasion. The service and amenities just didn't match up.
",0,0
1252,"I just got back from a weekend at the Fairmont and I'm still reeling from the experience. From the moment we walked in, the staff were warm and welcoming - a huge difference to some of the more impersonal places we've stayed before. Our room was stunning, with a massive view of the city that took my breath away every time I looked out. The bed was ridiculously comfy and the whole place felt like a luxurious oasis in the middle of all the hustle and bustle. We took advantage of the fantastic spa facilities on site, where we were treated to some amazing massages that left us feeling utterly pampered. The hotel's central location made it easy to explore the city on foot or by public transport - and the Fairmont's own restaurants served up delicious meals both morning and night.",1,1
1253,"We booked through a travel website. This hotel is currently undergoing major renovation and will be renamed in September. The public areas are still being renovated but the hallways and rooms are done. The hallway was so dimly lit, we couldn't see how to use the key card. The shock came when we entered the room. Whoever designed it obviously did not take function or a guest's comfort into consideration. The bed was a mere 15 inches off the ground - a mattress (rock hard) over a platform. The 'nigh stands' were shelves attached to the wall at around 12 inches height. The room was stark - all off-white, no color. No art work or any decoration at all. The full-length drapes completely blocked the air conditioning unit; if it were winter and the heat was on, I think this could be dangerous. There was a desk & chair but no clock/radio in the room; there was a wall mounted LCD tv with very poor channel selection. The bathroom was very small but clean. The problem with it was that the tub was almost 2 ft high and difficult to step in to. An older person could have never stayed in the room. Because of the renovation, there was no restaurant on-site. No vending or ice available on the floor either I can't see anyone ever becoming a repeat guest at this hotel. I would never stay there again.
",0,0
1254,"Guys trip to Chicago, scored this hotel on Priceline for $100 a night. Had a little confusion over the bed situation at first. They said they only had kings available even after I had called and requested 2 doubles. After a 30 minute ordeal at the front desk they put us in a room with 2 doubles. The room was nice, nothing specacular, a little on the small side but nice. The lobby was beautiful to look at but that's about it. Hotel is within walking distance to Soldier Field, Sears Tower, ESPN Zone, and lots of bars and restaurants. Great location that and the price we got the room for made our trip. Would definately try and stay at this hotel again. 
",0,0
1255,"This hotel does not belong in the same league as The Peninsula, Four Seasons, or Ritz Carlton. It was more like staying at an overpriced W Hotel. Staff was very nice and attentive, but the lobby is cramped, and only two small elevators for 17 floors!! Several times the elevator was full by the time it reached our floor, and we were forced to take the stairs. The hotel must be flooding the travel websites itself with high reviews.
",0,0
1256,"Staying at The Hard Rock Hotel felt like stepping into a warm, lived-in hub where music lovers would feel instantly at home--the check-in was effortless, and the team made us feel like repeat visitors. Our room had everything we needed: comfy beds with soft linens (especially after a full day of touring), a work-friendly desk, and blackout curtains that saved our sleep on that long flight in. The Wi-Fi held up even during the early morning when I needed to finalize itinerary details for friends joining us later--no buffering or frustration.

Breakfast was a solid start with their elevated continental spread; fresh fruit and yogurt felt thoughtful compared to most, and the pastries (flaky croissants especially) were noticeably better than you'd find in budget hotels.",1,1
1257,"Honestly, staying here felt underwhelming; the room was surprisingly small for the price point, and the advertised 'view' was just more concrete. Service seemed slow throughout our stay, which really dragged down what could have been a decent trip to the city center.",1,1
