Binary_label,Category,domain,text,is_synthetic,model,length,sentiment,structure,example_mode,cell_id,rep_index,n_chars,n_words,target_chars,in_length_band,n_attempts,gen_temperature,gen_seed,timestamp
fake,intercontinental,Hotel,"The InterContinental's blend of classic elegance and modern updates made us feel like we were paying for true luxury; the bathroom was particularly opulent, making time pass too quickly to depart! It felt perfectly priced given the overall comfort and aesthetic appeal.",1,gemma4:e4b,short,positive,structured,few_shot,short_positive_structured_few_shot,10,269,42,200,1,1,1.0,12,2026-08-23T23:12:46.993108+00:00
fake,james,Hotel,"The hotel's decor felt wonderfully updated, nothing stale or dated; it was quite refreshing. We had such an enjoyable time starting our mornings with breakfast--the spread was incredible. Plus, waking up to that sweeping view made every moment feel special!",1,gemma4:e4b,short,positive,structured,few_shot,short_positive_structured_few_shot,11,257,40,200,1,2,1.0,12,2026-08-23T23:12:48.753767+00:00
fake,knickerbocker,Hotel,"I wish my trip had lasted longer; time flew by so quickly here! The noise level was surprisingly low all week, making it perfect for unwinding after exploring Manhattan. Breakfast was a delightful spread, and the Wi-Fi never faltered once.",1,gemma4:e4b,short,positive,structured,few_shot,short_positive_structured_few_shot,12,239,40,200,1,2,1.0,12,2026-08-23T23:12:50.307698+00:00
fake,monaco,Hotel,"I slept incredibly deeply thanks to the feather-topped pillows, and waking up to that expansive view of the harbor was pure magic. Considering everything--from the opulent bathroom fixtures to the unbeatable location--it truly felt worth every single penny.",1,gemma4:e4b,short,positive,structured,zero_shot,short_positive_structured_zero_shot,0,257,38,200,1,1,1.0,12,2026-08-23T23:12:51.049784+00:00
fake,omni,Hotel,"My stay at The Omni was wonderful; the complimentary wifi was seamless, and the breakfast spread felt like a genuine splurge worth every penny. It flew by too quickly--I'm already counting down until I can return to this relaxing spot!",1,gemma4:e4b,short,positive,structured,zero_shot,short_positive_structured_zero_shot,1,235,40,200,1,1,1.0,12,2026-08-23T23:12:51.774144+00:00
fake,palmer,Hotel,"Our room was spotless, and the bathroom felt modern and refreshed, unlike some older hotels. I slept wonderfully thanks to the comfy bed; everything from the decor to the amenities made for a truly pleasant stay at Palmer.",1,gemma4:e4b,short,positive,structured,zero_shot,short_positive_structured_zero_shot,2,222,38,200,1,1,1.0,12,2026-08-23T23:12:52.471159+00:00
fake,sheraton,Hotel,"This Sheraton was perfectly situated for exploring; I loved how fresh everything felt. The bathroom was spacious and luxurious, making my quick city trip feel like a wonderfully extended escape.",1,gemma4:e4b,short,positive,structured,zero_shot,short_positive_structured_zero_shot,3,194,30,200,1,1,1.0,12,2026-08-23T23:12:53.114473+00:00
fake,sofitel,Hotel,"Our stay was perfect; the central location made sightseeing effortless, and the room was spotless. The staff were incredibly attentive, making this delightful visit feel too short already!",1,gemma4:e4b,short,positive,structured,zero_shot,short_positive_structured_zero_shot,4,188,28,200,1,1,1.0,12,2026-08-23T23:12:53.747156+00:00
fake,swissotel,Hotel,"This Swissotel experience was exceptional; from the immaculate room to the luxurious bathroom amenities, everything felt top-notch. I honestly wish our stay had been longer because it truly felt like excellent value for money.",1,gemma4:e4b,short,positive,structured,zero_shot,short_positive_structured_zero_shot,5,226,34,200,1,1,1.0,12,2026-08-23T23:12:54.431288+00:00
fake,talbott,Hotel,"The staff truly elevated our stay; service was impeccable from check-in to departure. Waking up to that stunning city skyline view, paired with a superb breakfast spread, made every penny feel worth it at Talbot.",1,gemma4:e4b,short,positive,structured,zero_shot,short_positive_structured_zero_shot,6,212,35,200,1,1,1.0,12,2026-08-23T23:12:55.127736+00:00
fake,affinia,Hotel,"Loved our stay; the location was perfect for exploring downtown, and the staff were incredibly attentive throughout our visit. Our room was wonderfully quiet, and the bathroom felt brand new and spotless.",1,gemma4:e4b,short,positive,structured,zero_shot,short_positive_structured_zero_shot,7,204,32,200,1,1,1.0,12,2026-08-23T23:12:55.789108+00:00
fake,allegro,Hotel,"My stay at Allegro was perfect; the room was surprisingly quiet, and I slept wonderfully thanks to the plush bedding. The bathroom facilities were immaculate, and reliable wifi made working a breeze.",1,gemma4:e4b,short,positive,structured,zero_shot,short_positive_structured_zero_shot,8,199,32,200,1,1,1.0,12,2026-08-23T23:12:56.453910+00:00
fake,amalfi,Hotel,"Our room was spotlessly clean, and the panoramic view of the Amalfi coast from our balcony made every moment pure magic; we wish this perfect little slice of paradise could last forever, though the central location made exploring so easy.",1,gemma4:e4b,short,positive,structured,zero_shot,short_positive_structured_zero_shot,9,238,40,200,1,1,1.0,12,2026-08-23T23:12:57.157623+00:00
fake,ambassador,Hotel,"Our stay was perfect; the modern decor felt bright, and the cityscape view from the room was breathtakingly vibrant. Being so centrally located made exploring effortless, though I wish our visit hadn't ended so quickly!",1,gemma4:e4b,short,positive,structured,zero_shot,short_positive_structured_zero_shot,10,219,35,200,1,1,1.0,12,2026-08-23T23:12:57.851238+00:00
fake,conrad,Hotel,"Truly an unparalleled stay; the plush bathroom and exquisite breakfast made every moment perfect. The attentive staff genuinely elevated the experience, making the entire splurge feel completely worthwhile.",1,gemma4:e4b,short,positive,structured,zero_shot,short_positive_structured_zero_shot,11,206,28,200,1,1,1.0,12,2026-08-23T23:12:58.483348+00:00
fake,fairmont,Hotel,"The room was surprisingly quiet despite being downtown; waking up to that breathtaking city view felt worth every penny, and the opulent bathroom truly spoiled us rotten.",1,gemma4:e4b,short,positive,structured,zero_shot,short_positive_structured_zero_shot,12,170,27,200,1,1,1.0,12,2026-08-23T23:12:59.098963+00:00
fake,hardrock,Hotel,"Loved our weekend getaway here; everything was just perfect from the stylish vibe to the incredibly comfortable bedding. Seriously hit every note, making it the ideal spot after a long day exploring the city!",1,gemma4:e4b,short,positive,unstructured,few_shot,short_positive_unstructured_few_shot,0,208,34,200,1,2,1.0,12,2026-08-23T23:13:00.538740+00:00
fake,hilton,Hotel,"My overnight stay here was genuinely refreshing; honestly, I was prepared for something far less exciting based on photos alone.",1,gemma4:e4b,short,positive,unstructured,few_shot,short_positive_unstructured_few_shot,1,128,20,200,0,2,1.0,12,2026-08-23T23:13:02.405754+00:00
fake,homewood,Hotel,"My visit to Homewood was so comfortable; the room was spotless, and we really appreciated the thoughtful touches like the easy access to local shops right outside the door. The team there made us feel instantly at home after a long day traveling in.",1,gemma4:e4b,short,positive,unstructured,few_shot,short_positive_unstructured_few_shot,2,249,44,200,1,1,1.0,12,2026-08-23T23:13:03.188075+00:00
fake,hyatt,Hotel,"Honestly, this hotel exceeded my expectations for a downtown spot; everything felt so thoughtfully put together without feeling stuffy at all. The service team was fantastic--they remembered little details about our trip which really made us feel taken care of.",1,gemma4:e4b,short,positive,unstructured,few_shot,short_positive_unstructured_few_shot,3,261,40,200,1,2,1.0,12,2026-08-23T23:13:04.995808+00:00
fake,intercontinental,Hotel,We had such a wonderful trip; the staff at InterContinental really went above and beyond to make us feel so welcome right from the moment we arrived.,1,gemma4:e4b,short,positive,unstructured,few_shot,short_positive_unstructured_few_shot,4,149,27,200,1,2,1.0,12,2026-08-23T23:13:06.596367+00:00
fake,james,Hotel,"Seriously impressed with this spot; the whole vibe felt super upscale but totally relaxed when I got back each night. The little breakfast area was perfect for a quick morning bite without feeling rushed at all, and my bed?",1,gemma4:e4b,short,positive,unstructured,few_shot,short_positive_unstructured_few_shot,5,223,39,200,1,2,1.0,12,2026-08-23T23:13:08.369695+00:00
fake,knickerbocker,Hotel,Knickerbocker was an absolute gem; the room had such a lovely old-world charm mixed with all the modern comforts I needed for my city trip. Seriously appreciated how attentive everyone was--really made us feel right at home after a long day exploring downtown.,1,gemma4:e4b,short,positive,unstructured,few_shot,short_positive_unstructured_few_shot,6,260,43,200,1,1,1.0,12,2026-08-23T23:13:09.174695+00:00
fake,monaco,Hotel,"What an absolutely marvelous time; everything about this hotel was flawless, truly making our Monaco getaway feel effortless and utterly luxurious from check-in to departure. We adored the incredible views right from our balcony every single morning!",1,gemma4:e4b,short,positive,unstructured,few_shot,short_positive_unstructured_few_shot,7,250,37,200,1,2,1.0,12,2026-08-23T23:13:10.652526+00:00
fake,omni,Hotel,"We had such a wonderful time; everything felt so effortlessly polished from the moment we arrived until check out. The concierge really went above and beyond with local tips, and honestly, the afternoon tea service was pure perfection.",1,gemma4:e4b,short,positive,unstructured,few_shot,short_positive_unstructured_few_shot,8,235,38,200,1,2,1.0,12,2026-08-23T23:13:12.228364+00:00
fake,palmer,Hotel,"Palmer was absolutely wonderful; we loved our little getaway! The comfy bed and the view over the water were just perfect for relaxing after a busy day exploring downtown. Everything felt so fresh and modern, making us want to stay much longer than our allotted time!",1,gemma4:e4b,short,positive,unstructured,few_shot,short_positive_unstructured_few_shot,9,267,46,200,1,2,1.0,12,2026-08-23T23:13:13.794534+00:00
fake,sheraton,Hotel,"We had such a wonderful time staying here; everything was just perfect, from the comfy beds to the fantastic breakfast spread every morning. The staff really went above and beyond to make us feel welcome right from the moment we arrived. Highly recommend it!",1,gemma4:e4b,short,positive,unstructured,few_shot,short_positive_unstructured_few_shot,10,258,44,200,1,1,1.0,12,2026-08-23T23:13:14.568981+00:00
fake,sofitel,Hotel,"We had such a lovely stay here; everything felt so refreshed and clean. The location was perfect for walking to local sights, and our room was surprisingly quiet despite being downtown.",1,gemma4:e4b,short,positive,unstructured,few_shot,short_positive_unstructured_few_shot,11,185,31,200,1,2,1.0,12,2026-08-23T23:13:16.141751+00:00
fake,swissotel,Hotel,"Swissotel truly impressed us with its thoughtful touches; everything felt so polished and modern, especially our room which was beautifully appointed.",1,gemma4:e4b,short,positive,unstructured,few_shot,short_positive_unstructured_few_shot,12,150,21,200,1,2,1.0,12,2026-08-23T23:13:17.694481+00:00
fake,talbott,Hotel,"Really enjoyed our stay at Talbot; the lobby was stunning, and everything felt so thoughtfully maintained throughout the whole property. Staff were attentive without hovering, making us feel perfectly taken care of!",1,gemma4:e4b,short,positive,unstructured,zero_shot,short_positive_unstructured_zero_shot,0,215,32,200,1,1,1.0,12,2026-08-23T23:13:18.361421+00:00
fake,affinia,Hotel,"We had such a lovely stay; the pool area was stunningly maintained, and honestly, getting dinner at that little spot poolside made our trip feel so relaxing and indulgent overall. I would definitely recommend this place to friends!",1,gemma4:e4b,short,positive,unstructured,zero_shot,short_positive_unstructured_zero_shot,1,231,38,200,1,1,1.0,12,2026-08-23T23:13:19.060927+00:00
fake,allegro,Hotel,"My stay at Allegro was genuinely delightful; the room was beautiful and surprisingly quiet, which was perfect after a long day of sightseeing. I especially loved the breakfast spread--so much variety!",1,gemma4:e4b,short,positive,unstructured,zero_shot,short_positive_unstructured_zero_shot,2,200,31,200,1,1,1.0,12,2026-08-23T23:13:19.723864+00:00
fake,amalfi,Hotel,"Our stay at Hotel Amalfi was simply magical; the view of the water from our balcony at sunset was breathtaking every single evening, and the breakfast spread was incredible too! I would absolutely recommend it to anyone visiting the area.",1,gemma4:e4b,short,positive,unstructured,zero_shot,short_positive_unstructured_zero_shot,3,238,40,200,1,1,1.0,12,2026-08-23T23:13:20.424725+00:00
fake,ambassador,Hotel,"Our ambassador was just incredible; they anticipated every need before we even had to ask. Such a warm, genuinely attentive presence made our stay feel truly pampered and unforgettable!",1,gemma4:e4b,short,positive,unstructured,zero_shot,short_positive_unstructured_zero_shot,4,185,29,200,1,1,1.0,12,2026-08-23T23:13:21.059981+00:00
fake,conrad,Hotel,Seriously loved my stay; everything from the impeccable service to that amazing courtyard pool made for a perfect little getaway. I'm already planning my return trip!,1,gemma4:e4b,short,positive,unstructured,zero_shot,short_positive_unstructured_zero_shot,5,166,26,200,1,1,1.0,12,2026-08-23T23:13:21.679858+00:00
fake,fairmont,Hotel,We had such a lovely stay; everything from the immaculate rooms to the dining options was truly superb. The service really elevated our trip and made us feel genuinely pampered all weekend long!,1,gemma4:e4b,short,positive,unstructured,zero_shot,short_positive_unstructured_zero_shot,6,194,33,200,1,1,1.0,12,2026-08-23T23:13:22.335780+00:00
fake,hardrock,Hotel,"Seriously loved my stay at Hard Rock; the energy was perfect, and the room amenities were fantastic, making it such a memorable getaway for us!",1,gemma4:e4b,short,positive,unstructured,zero_shot,short_positive_unstructured_zero_shot,7,143,25,200,1,1,1.0,12,2026-08-23T23:13:22.949817+00:00
fake,hilton,Hotel,Absolutely lovely stay at the Hilton; everything from the comfy bed to the attentive staff really made our trip so relaxing and memorable. We can't wait to come back!,1,gemma4:e4b,short,positive,unstructured,zero_shot,short_positive_unstructured_zero_shot,8,166,29,200,1,1,1.0,12,2026-08-23T23:13:23.587723+00:00
fake,homewood,Hotel,This Homewood Suites made our stay so comfortable; the beds were amazing and we really appreciated the little kitchen setup for easy breakfasts every morning!,1,gemma4:e4b,short,positive,unstructured,zero_shot,short_positive_unstructured_zero_shot,9,158,25,200,1,1,1.0,12,2026-08-23T23:13:24.185123+00:00
fake,hyatt,Hotel,My stay at the Hyatt was absolutely wonderful; everything from the comfortable bed to the impeccable service really made a difference. The amenities were top-notch and I left feeling completely refreshed!,1,gemma4:e4b,short,positive,unstructured,zero_shot,short_positive_unstructured_zero_shot,10,204,31,200,1,1,1.0,12,2026-08-23T23:13:24.834305+00:00
fake,intercontinental,Hotel,"Everything about the InterContinental was simply top-notch; from the impeccable service to the beautiful city views from our room, we truly felt spoiled and highly recommend a stay here.",1,gemma4:e4b,short,positive,unstructured,zero_shot,short_positive_unstructured_zero_shot,11,186,29,200,1,1,1.0,12,2026-08-23T23:13:25.466693+00:00
fake,james,Hotel,"James was absolutely wonderful! The room was spotless, and I especially loved that amazing breakfast spread; it made starting the day so much easier. Definitely recommend staying here for a relaxing trip!",1,gemma4:e4b,short,positive,unstructured,zero_shot,short_positive_unstructured_zero_shot,12,204,32,200,1,1,1.0,12,2026-08-23T23:13:26.128342+00:00
fake,knickerbocker,Hotel,"Disappointing trip; despite the prime location convenience, unreliable wifi made working impossible, and breakfast felt severely underwhelming for the price paid. The bathroom itself seemed dated with questionable plumbing.",1,gemma4:e4b,short,negative,structured,few_shot,short_negative_structured_few_shot,0,223,29,200,1,1,1.0,12,2026-08-23T23:13:26.816795+00:00
fake,monaco,Hotel,"The bathroom was frankly disappointing--dated fixtures and just mediocre cleanliness--and honestly, given what we saw from our window, you'd think the whole stay wasn't worth the premium price tag.",1,gemma4:e4b,short,negative,structured,few_shot,short_negative_structured_few_shot,1,197,29,200,1,2,1.0,12,2026-08-23T23:13:28.571531+00:00
fake,omni,Hotel,"The decor felt oddly mixed, neither truly fresh nor comforting; frankly, the staff interaction was lackluster throughout our visit. Coupled with an underwhelming bathroom experience, I felt the entire trip was far too brief to even properly assess it.",1,gemma4:e4b,short,negative,structured,few_shot,short_negative_structured_few_shot,2,251,39,200,1,1,1.0,12,2026-08-23T23:13:29.328160+00:00
fake,palmer,Hotel,"Honestly, this hotel felt stuck between eras; the decor was decidedly stale, making me dread every corner. The staff were politely distant, never quite warming up to our requests, which really soured the experience.",1,gemma4:e4b,short,negative,structured,few_shot,short_negative_structured_few_shot,3,215,34,200,1,2,1.0,12,2026-08-23T23:13:31.178068+00:00
fake,sheraton,Hotel,"The location was perfect for sightseeing, yet the noise pollution made any semblance of peace impossible; moreover, the tiny bathroom felt dismal after just one night, making me wish the visit had lasted longer to justify the disruption near this busy downtown spot.",1,gemma4:e4b,short,negative,structured,few_shot,short_negative_structured_few_shot,4,266,43,200,1,1,1.0,12,2026-08-23T23:13:31.957708+00:00
fake,sofitel,Hotel,"The location offered incredible views of the waterfront, which was wonderful for morning coffee; however, the dining area was surprisingly loud with constant clattering dishes.",1,gemma4:e4b,short,negative,structured,few_shot,short_negative_structured_few_shot,5,176,25,200,1,2,1.0,12,2026-08-23T23:13:33.628506+00:00
fake,swissotel,Hotel,"Honestly, leaving felt abrupt; the noise from the street was constant, and despite airing out the room, the bathroom seemed perpetually damp.",1,gemma4:e4b,short,negative,structured,few_shot,short_negative_structured_few_shot,6,141,22,200,1,2,1.0,12,2026-08-23T23:13:35.186409+00:00
fake,talbott,Hotel,"It felt far too brief to be here; I wish we could have lingered longer. The bathroom was spotless, though the shower pressure could use an upgrade.",1,gemma4:e4b,short,negative,structured,few_shot,short_negative_structured_few_shot,7,147,27,200,1,2,1.0,12,2026-08-23T23:13:37.070113+00:00
fake,affinia,Hotel,"While the location near everything was fantastic, I felt rushed leaving after only three nights; frankly, given the high rates, I expected superior service that didn't materialize with the staff's aloofness. It just didn't feel worth the premium cost for what it was.",1,gemma4:e4b,short,negative,structured,few_shot,short_negative_structured_few_shot,8,267,43,200,1,1,1.0,12,2026-08-23T23:13:37.900317+00:00
fake,allegro,Hotel,"The incessant traffic noise made sleeping nearly impossible; it was far too loud for restful nights despite the gorgeous skyline view. Frankly, considering the abysmal Wi-Fi kept cutting out constantly, I feel this stay was simply overpriced.",1,gemma4:e4b,short,negative,structured,few_shot,short_negative_structured_few_shot,9,242,37,200,1,2,1.0,12,2026-08-23T23:13:39.505475+00:00
fake,amalfi,Hotel,"The Amalfi lacked any modern flair; the decor felt incredibly dated, and despite paying for it, the room was disappointingly unclean. Even the bathroom looked neglected, making the supposed stunning view feel completely unworth the discomfort overall.",1,gemma4:e4b,short,negative,structured,few_shot,short_negative_structured_few_shot,10,251,37,200,1,1,1.0,12,2026-08-23T23:13:40.271168+00:00
fake,ambassador,Hotel,"Honestly, this stay felt quite overpriced; the bathroom itself was underwhelming and the poor quality meant my sleep suffered nightly.",1,gemma4:e4b,short,negative,structured,few_shot,short_negative_structured_few_shot,11,134,20,200,1,2,1.0,12,2026-08-23T23:13:41.880574+00:00
fake,conrad,Hotel,"The Conrad's location was stellar, but the decor felt undeniably tired; nowhere near fresh. While the room itself appeared spotless upon arrival, the complimentary breakfast selection was surprisingly lackluster for a hotel of this supposed caliber.",1,gemma4:e4b,short,negative,structured,few_shot,short_negative_structured_few_shot,12,249,36,200,1,1,1.0,12,2026-08-23T23:13:42.629876+00:00
fake,fairmont,Hotel,"Honestly, the room was spotless, making up for a noisy street view that kept waking me up. The tiny bathroom felt ancient and frankly quite gross, but at least the location made getting around so unbelievably easy.",1,gemma4:e4b,short,negative,structured,zero_shot,short_negative_structured_zero_shot,0,214,37,200,1,1,1.0,12,2026-08-23T23:13:43.335584+00:00
fake,hardrock,Hotel,"Despite the prime location, the room felt grimy, and connecting to the painfully slow Wi-Fi was impossible; frankly, the bathroom needed a deep scrub.",1,gemma4:e4b,short,negative,structured,zero_shot,short_negative_structured_zero_shot,1,150,24,200,1,1,1.0,12,2026-08-23T23:13:43.968930+00:00
fake,hilton,Hotel,This Hilton felt overly expensive for what was offered; the dated decor made it seem like a very long stay was necessary to forget how tired everything looked. The room wasn't spotless either.,1,gemma4:e4b,short,negative,structured,zero_shot,short_negative_structured_zero_shot,2,192,33,200,1,2,1.0,12,2026-08-23T23:13:45.403003+00:00
fake,homewood,Hotel,"This room felt dingy and surprisingly noisy all night; I barely slept with that grating street sound, and frankly, the lukewarm continental breakfast didn't salvage a truly disappointing stay at this Homewood location.",1,gemma4:e4b,short,negative,structured,zero_shot,short_negative_structured_zero_shot,3,218,33,200,1,1,1.0,12,2026-08-23T23:13:46.095351+00:00
fake,hyatt,Hotel,"The supposedly stunning city view was completely obscured by construction; I barely slept due to unexpected early morning noise, and while the staff seemed pleasant, their inability to manage soundproofing made this stay deeply disappointing.",1,gemma4:e4b,short,negative,structured,zero_shot,short_negative_structured_zero_shot,4,242,35,200,1,1,1.0,12,2026-08-23T23:13:46.782134+00:00
fake,intercontinental,Hotel,"Considering the premium rate, I expected more; the noisy street traffic was distracting, and the bathroom felt surprisingly dated for this brand, making the supposedly prime location underwhelmingly inconvenient overall.",1,gemma4:e4b,short,negative,structured,zero_shot,short_negative_structured_zero_shot,5,220,30,200,1,1,1.0,12,2026-08-23T23:13:47.449252+00:00
fake,james,Hotel,"Honestly, the breakfast spread was underwhelming, and despite hoping for city views from our room, all we heard was construction noise until late. The decor felt significantly dated, failing to match any of the supposed modern comforts.",1,gemma4:e4b,short,negative,structured,zero_shot,short_negative_structured_zero_shot,6,236,37,200,1,1,1.0,12,2026-08-23T23:13:48.153112+00:00
fake,knickerbocker,Hotel,"Honestly, I woke up feeling unrested; the bathroom felt ancient, and while the location is great, the decor was painfully dated with zero modern appeal. My river view was obscured by buildings, making the whole stay quite disappointing.",1,gemma4:e4b,short,negative,structured,zero_shot,short_negative_structured_zero_shot,7,236,38,200,1,1,1.0,12,2026-08-23T23:13:48.877386+00:00
fake,monaco,Hotel,"My stay felt agonizingly long due to unreliable wifi; frankly, even with a beautiful bathroom, the lackluster breakfast and overpriced feel made it unbearable until check-out.",1,gemma4:e4b,short,negative,structured,zero_shot,short_negative_structured_zero_shot,8,175,26,200,1,1,1.0,12,2026-08-23T23:13:49.520051+00:00
fake,omni,Hotel,"Woke up feeling rough after a restless night, mostly due to questionable street noise bleeding into the room; even the advertised luxury felt diminished by the overly loud bathroom plumbing and underwhelming breakfast spread.",1,gemma4:e4b,short,negative,structured,zero_shot,short_negative_structured_zero_shot,9,225,34,200,1,1,1.0,12,2026-08-23T23:13:50.187980+00:00
fake,palmer,Hotel,"This hotel feels stuck in an era; the decor is quite dated, and despite hoping for a longer stay, I found it too quiet. Honestly, while the room seemed superficially clean, the overall experience was deeply underwhelming.",1,gemma4:e4b,short,negative,structured,zero_shot,short_negative_structured_zero_shot,10,221,37,200,1,1,1.0,12,2026-08-23T23:13:50.897786+00:00
fake,sheraton,Hotel,"This location was perfect, but the constant street noise ruined any chance of a restful sleep; even with fast Wi-Fi, I felt like the entire stay was far too short to recover from such an underwhelming experience at the Sheraton.",1,gemma4:e4b,short,negative,structured,zero_shot,short_negative_structured_zero_shot,11,228,40,200,1,1,1.0,12,2026-08-23T23:13:51.617406+00:00
fake,sofitel,Hotel,"Woke up feeling unrested; despite the prime location, the noise from neighboring rooms made sleep impossible, and the staff seemed indifferent to our poor night's stay.",1,gemma4:e4b,short,negative,structured,zero_shot,short_negative_structured_zero_shot,12,168,26,200,1,1,1.0,12,2026-08-23T23:13:52.264819+00:00
fake,swissotel,Hotel,"Honestly, staying here felt underwhelming; the room was surprisingly small for the price point, and the advertised 'view' was just more concrete. Service seemed slow throughout our stay, which really dragged down what could have been a decent trip to the city center.",1,gemma4:e4b,short,negative,unstructured,few_shot,short_negative_unstructured_few_shot,0,267,43,200,1,1,1.0,12,2026-08-23T23:13:53.058668+00:00
fake,talbott,Hotel,"Honestly, I was pretty let down overall by this place; it felt tired and the whole vibe just wasn't there for me. The continental breakfast tasted really bland and barely cleared out our little table space when we got going.",1,gemma4:e4b,short,negative,unstructured,few_shot,short_negative_unstructured_few_shot,1,224,40,200,1,2,1.0,12,2026-08-23T23:13:54.771681+00:00
fake,affinia,Hotel,"Honestly, my stay at Affinia was quite underwhelming; the room felt far smaller than I expected from the photos online, and housekeeping seemed to have missed several items during my actual departure.",1,gemma4:e4b,short,negative,unstructured,few_shot,short_negative_unstructured_few_shot,2,200,32,200,1,2,1.0,12,2026-08-23T23:13:56.226509+00:00
fake,allegro,Hotel,"Honestly, checking into this place was such a letdown; the supposed 'premium' feel just wasn't there anywhere. Everything felt dated, and honestly, the noise coming from the hallway was distracting enough that I could barely relax after traveling all day.",1,gemma4:e4b,short,negative,unstructured,few_shot,short_negative_unstructured_few_shot,3,255,40,200,1,2,1.0,12,2026-08-23T23:13:57.901386+00:00
fake,amalfi,Hotel,"Honestly, the whole experience felt kind of lackluster; the views were fine but nothing spectacular, and breakfast was painfully underwhelming. I expected more romance for the Amalfi Coast.",1,gemma4:e4b,short,negative,unstructured,few_shot,short_negative_unstructured_few_shot,4,189,28,200,1,1,1.0,12,2026-08-23T23:13:58.576571+00:00
fake,ambassador,Hotel,"Honestly, I was kind of bummed out with my visit here; it felt like everything was just 'fine' rather than actually good.",1,gemma4:e4b,short,negative,unstructured,few_shot,short_negative_unstructured_few_shot,5,121,22,200,0,2,1.0,12,2026-08-23T23:14:00.483771+00:00
fake,conrad,Hotel,"Honestly, for the supposed 'Conrad' experience, it felt completely underwhelming; the room was surprisingly small, and despite paying top dollar, housekeeping seemed to miss quite a few areas, making me feel like I wasted a weekend downtown.",1,gemma4:e4b,short,negative,unstructured,few_shot,short_negative_unstructured_few_shot,6,241,37,200,1,1,1.0,12,2026-08-23T23:14:01.241138+00:00
