Binary_label,Category,domain,text,is_synthetic,model,length,sentiment,structure,example_mode,opener_move,cell_id,rep_index,n_chars,n_words,target_chars,in_length_band,n_attempts,gen_temperature,gen_seed,timestamp
fake,sheraton,Hotel,"Our stay was fantastic; the prime location made exploring so easy, and the value really exceeded expectations given the quality of the breakfast buffet. We slept soundly despite the city buzz because the room was surprisingly quiet.",1,gemma4:e4b,short,positive,structured,zero_shot,"first person plural, starting with the word We or Our",short_positive_structured_zero_shot,3,232,37,200,1,1,1.0,12,2026-08-22T10:54:14.814472+00:00
fake,sofitel,Hotel,"I loved being so central; the room was spotless, and the breakfast spread was wonderful without any disturbing street noise, making for a very peaceful stay.",1,gemma4:e4b,short,positive,structured,zero_shot,"first person singular, starting with the word I",short_positive_structured_zero_shot,4,157,26,200,1,1,1.0,12,2026-08-22T10:54:15.519702+00:00
fake,swissotel,Hotel,"Our room at the Swissotel was immaculate, and after a lovely four-night stay, the quiet allowed for real rest; the breakfast spread was fantastic, making mornings easy without any background noise bothering us at all.",1,gemma4:e4b,short,positive,structured,zero_shot,the room or the hotel itself as the subject,short_positive_structured_zero_shot,5,217,35,200,1,1,1.0,12,2026-08-22T10:54:16.343803+00:00
fake,talbott,Hotel,"Last weekend's stay was surprisingly tranquil; the staff went above and beyond, making the quiet room an unexpected gem considering the excellent value for such a lovely weekend getaway.",1,gemma4:e4b,short,positive,structured,zero_shot,"a time or occasion, such as a month, a season, or a trip event",short_positive_structured_zero_shot,6,186,29,200,1,1,1.0,12,2026-08-22T10:54:17.123017+00:00
fake,affinia,Hotel,"The Affinia truly shines; waking up right downtown made everything so convenient. From the lovely staff smiles to the genuinely fantastic breakfast spread, everything felt worth the price paid.",1,gemma4:e4b,short,positive,structured,zero_shot,the room or the hotel itself as the subject,short_positive_structured_zero_shot,7,193,29,200,1,1,1.0,12,2026-08-22T10:54:17.932979+00:00
fake,allegro,Hotel,"Last weekend's stay at Allegro was perfect; the room was spotless, and the location made exploring downtown so easy. Breakfast was fantastic, and the front desk team, especially Sarah, were so genuinely helpful throughout our short trip.",1,gemma4:e4b,short,positive,structured,zero_shot,"a time or occasion, such as a month, a season, or a trip event",short_positive_structured_zero_shot,8,237,37,200,1,1,1.0,12,2026-08-22T10:54:18.812263+00:00
fake,amalfi,Hotel,"I really enjoyed my four nights here; the room was spotless, and despite being near the center, the noise was surprisingly minimal. The breakfast spread was fantastic every morning, making a perfect start to exploring the area.",1,gemma4:e4b,short,positive,structured,zero_shot,"first person singular, starting with the word I",short_positive_structured_zero_shot,9,227,37,200,1,1,1.0,12,2026-08-22T10:54:19.627724+00:00
fake,ambassador,Hotel,My room was spotlessly clean; spending four nights here near the city center felt like a steal for the quality. Such a prime location makes the price totally worth it.,1,gemma4:e4b,short,positive,structured,zero_shot,the room or the hotel itself as the subject,short_positive_structured_zero_shot,10,167,30,200,1,1,1.0,12,2026-08-22T10:54:20.406511+00:00
fake,conrad,Hotel,"I loved waking up in that prime spot downtown; the room was spotless, and the staff made every request feel effortless, despite the slight street sounds sometimes drifting in.",1,gemma4:e4b,short,positive,structured,zero_shot,"first person singular, starting with the word I",short_positive_structured_zero_shot,11,175,29,200,1,1,1.0,12,2026-08-22T10:54:21.205179+00:00
fake,fairmont,Hotel,"Last weekend's stay at the Fairmont was perfect; the prime location made exploring fun, and considering the quiet room and service level, the value was incredible. Couldn't ask for a better, peaceful escape.",1,gemma4:e4b,short,positive,structured,zero_shot,"a time or occasion, such as a month, a season, or a trip event",short_positive_structured_zero_shot,12,207,33,200,1,1,1.0,12,2026-08-22T10:54:22.040510+00:00
fake,hardrock,Hotel,"Our room was fantastic; the bed was so comfy after a long day exploring River North. The whole vibe of the lobby is incredible, and the bar staff were genuinely fun to chat with last night.",1,gemma4:e4b,short,positive,unstructured,few_shot,the room or the hotel itself as the subject,short_positive_unstructured_few_shot,0,189,36,200,1,1,1.0,12,2026-08-22T10:54:22.857631+00:00
fake,hilton,Hotel,"The hotel itself felt so refreshed; everything was spotless from the lobby right through to room 1214. My breakfast spread was fantastic, and the check-in process with Sarah was surprisingly quick, made my trip so much smoother.",1,gemma4:e4b,short,positive,unstructured,few_shot,the room or the hotel itself as the subject,short_positive_unstructured_few_shot,1,228,37,200,1,1,1.0,12,2026-08-22T10:54:23.753408+00:00
fake,homewood,Hotel,"Our stay was genuinely comfortable; the room was spacious, and getting that quick turn-around for our road trip was a lifesaver. Plus, the little lobby area was surprisingly pleasant to just hang out in before hitting the highway again.",1,gemma4:e4b,short,positive,unstructured,few_shot,"first person plural, starting with the word We or Our",short_positive_unstructured_few_shot,2,236,39,200,1,1,1.0,12,2026-08-22T10:54:24.629245+00:00
fake,hyatt,Hotel,"Our stay was genuinely relaxing; the bedding was incredibly comfortable, and the service from the concierge team really went above and beyond helping us navigate the local spots.",1,gemma4:e4b,short,positive,unstructured,few_shot,"first person plural, starting with the word We or Our",short_positive_unstructured_few_shot,3,178,28,200,1,1,1.0,12,2026-08-22T10:54:25.361808+00:00
fake,intercontinental,Hotel,Our little trip through the city was flawless; everything from the comfortable king bed to the incredibly prompt housekeeping staff at the 17th floor just felt perfect after a long day of exploring.,1,gemma4:e4b,short,positive,unstructured,few_shot,"first person plural, starting with the word We or Our",short_positive_unstructured_few_shot,4,198,33,200,1,1,1.0,12,2026-08-22T10:54:26.303363+00:00
fake,james,Hotel,"Our stay here exceeded expectations; the afternoon tea spread was absolutely divine, and the concierge really helped us navigate the local jazz scene. Even after a long day of exploring, returning to the quiet comfort of the room felt like a little treat.",1,gemma4:e4b,short,positive,unstructured,few_shot,"first person plural, starting with the word We or Our",short_positive_unstructured_few_shot,5,255,43,200,1,1,1.0,12,2026-08-22T10:54:27.169069+00:00
fake,knickerbocker,Hotel,"Arrived in the city just for a quick business trip and the Knickerbocker was such a surprisingly perfect base; the room overlooking the street was gorgeous and the afternoon tea they served up was divine, really hit the spot after a long day of meetings downtown.",1,gemma4:e4b,short,positive,unstructured,few_shot,the reason for the trip,short_positive_unstructured_few_shot,6,263,46,200,1,1,1.0,12,2026-08-22T10:54:28.058800+00:00
fake,monaco,Hotel,"Came to Monaco for a special anniversary trip, and honestly, the service was flawless from check-in until we left. The view from our balcony overlooking the port was just breathtaking every single morning.",1,gemma4:e4b,short,positive,unstructured,few_shot,the reason for the trip,short_positive_unstructured_few_shot,7,205,33,200,1,1,1.0,12,2026-08-22T10:54:29.006437+00:00
fake,omni,Hotel,"The concierge actually got us tickets to that sold-out play, which was a lifesaver. Everything felt so effortlessly polished, from the lobby vibe to the bed linens; it was just such a genuinely relaxing stay overall.",1,gemma4:e4b,short,positive,unstructured,few_shot,a specific detail or small incident,short_positive_unstructured_few_shot,8,216,36,200,1,1,1.0,12,2026-08-22T10:54:29.954311+00:00
fake,palmer,Hotel,"My room at the Palmer House was surprisingly spacious, and the view of the city skyline from the balcony was incredible every single morning. Plus, the little breakfast pastry selection was really solid--felt like a genuine treat after a long day of exploring downtown.",1,gemma4:e4b,short,positive,unstructured,few_shot,the room or the hotel itself as the subject,short_positive_unstructured_few_shot,9,269,44,200,1,1,1.0,12,2026-08-22T10:54:30.876288+00:00
fake,sheraton,Hotel,"Absolutely loved my stay here; this Sheraton really hits all the marks for a city trip. The location made exploring super easy, and even the little coffee bar on the ground floor had amazing vibes. Seriously enjoyed the efficiency of check-out too.",1,gemma4:e4b,short,positive,unstructured,few_shot,a verdict stated up front,short_positive_unstructured_few_shot,10,248,42,200,1,1,1.0,12,2026-08-22T10:54:31.780158+00:00
fake,sofitel,Hotel,"Getting the room key was such a breeze; the desk agent, whose name I think was Marc, was genuinely helpful with directions downtown. The bed was so comfortable after our long day exploring, and the view from the corner window was absolutely lovely this morning.",1,gemma4:e4b,short,positive,unstructured,few_shot,a specific detail or small incident,short_positive_unstructured_few_shot,11,261,45,200,1,1,1.0,12,2026-08-22T10:54:32.718973+00:00
fake,swissotel,Hotel,"Our room on the 14th floor was just picture-perfect; the city view from the balcony really made starting the trip feel luxurious. The beds were unbelievably comfortable, and the breakfast spread had everything we wanted without feeling overwhelming.",1,gemma4:e4b,short,positive,unstructured,few_shot,the room or the hotel itself as the subject,short_positive_unstructured_few_shot,12,249,38,200,1,1,1.0,12,2026-08-22T10:54:33.687937+00:00
fake,talbott,Hotel,"Our room at Talbot was surprisingly spacious, and the bedding felt incredible after a long trip; honestly, the whole place has such a chic, buzzing energy.",1,gemma4:e4b,short,positive,unstructured,zero_shot,the room or the hotel itself as the subject,short_positive_unstructured_zero_shot,0,155,26,200,1,1,1.0,12,2026-08-22T10:54:34.513881+00:00
fake,affinia,Hotel,Our stay was genuinely lovely; the room had such a fantastic view and the breakfast spread was honestly perfect every single morning. We really appreciated the attentive service from everyone working at the desk.,1,gemma4:e4b,short,positive,unstructured,zero_shot,"first person plural, starting with the word We or Our",short_positive_unstructured_zero_shot,1,212,34,200,1,1,1.0,12,2026-08-22T10:54:35.358051+00:00
fake,allegro,Hotel,"The Allegro itself was a real find; it felt so bright and modern, and getting settled into room 312 was super easy. Everything about the little spot, even the breakfast spread, just hit the perfect sweet spot for a quick city break.",1,gemma4:e4b,short,positive,unstructured,zero_shot,the room or the hotel itself as the subject,short_positive_unstructured_zero_shot,2,232,42,200,1,1,1.0,12,2026-08-22T10:54:36.304840+00:00
fake,amalfi,Hotel,"We absolutely adored our stay; the breakfast spread was incredible, and the little balcony overlooking the water made every single evening feel like a perfect vacation moment. Staff were so attentive!",1,gemma4:e4b,short,positive,unstructured,zero_shot,"first person plural, starting with the word We or Our",short_positive_unstructured_zero_shot,3,200,31,200,1,1,1.0,12,2026-08-22T10:54:37.260458+00:00
fake,ambassador,Hotel,I really appreciated how attentive the ambassador was right from check-in; they remembered I mentioned wanting local bakery tips and even left a little voucher for a nearby coffee shop! Such thoughtful touches made settling in super easy.,1,gemma4:e4b,short,positive,unstructured,zero_shot,"first person singular, starting with the word I",short_positive_unstructured_zero_shot,4,238,38,200,1,1,1.0,12,2026-08-22T10:54:38.229858+00:00
fake,conrad,Hotel,"Our stay felt unbelievably rejuvenating; the bedding was perfect, and even grabbing morning coffee felt like a small luxury. Everything, from the poolside service to the room's view, just hit this perfect note.",1,gemma4:e4b,short,positive,unstructured,zero_shot,"first person plural, starting with the word We or Our",short_positive_unstructured_zero_shot,5,210,33,200,1,1,1.0,12,2026-08-22T10:54:39.100545+00:00
fake,fairmont,Hotel,"Seriously, this stay at the Fairmont was superb. From the stunning view out my balcony to the ridiculously comfy pillows, everything just clicked; even the concierge, Sarah, made getting us tickets to the theater a breeze.",1,gemma4:e4b,short,positive,unstructured,zero_shot,a verdict stated up front,short_positive_unstructured_zero_shot,6,222,36,200,1,1,1.0,12,2026-08-22T10:54:39.927894+00:00
fake,hardrock,Hotel,"We absolutely loved our stay; the whole vibe at the Hard Rock is just electric, and the room overlooking the city was spectacular. Service was top-notch from everyone we encountered, really made the trip feel special.",1,gemma4:e4b,short,positive,unstructured,zero_shot,"first person plural, starting with the word We or Our",short_positive_unstructured_zero_shot,7,217,36,200,1,1,1.0,12,2026-08-22T10:54:40.794792+00:00
fake,hilton,Hotel,"Our stay at the Hilton was surprisingly relaxing; the bed in room 1405 was so comfortable, and even the little breakfast selection felt gourmet. The service was impeccable throughout our visit.",1,gemma4:e4b,short,positive,unstructured,zero_shot,"first person plural, starting with the word We or Our",short_positive_unstructured_zero_shot,8,193,31,200,1,1,1.0,12,2026-08-22T10:54:41.643797+00:00
fake,homewood,Hotel,"We really enjoyed our stay at Homewood; the comfy bed in room 312 was perfect after a long day exploring downtown. The breakfast selection was huge, and the concierge helped us find an amazing little bookstore nearby.",1,gemma4:e4b,short,positive,unstructured,zero_shot,"first person plural, starting with the word We or Our",short_positive_unstructured_zero_shot,9,217,37,200,1,1,1.0,12,2026-08-22T10:54:42.540480+00:00
fake,hyatt,Hotel,We absolutely loved our stay; the bedding was incredibly plush and the city view from the 18th floor was stunning at sunset. Everything about the service felt really attentive and effortless.,1,gemma4:e4b,short,positive,unstructured,zero_shot,"first person plural, starting with the word We or Our",short_positive_unstructured_zero_shot,10,191,31,200,1,1,1.0,12,2026-08-22T10:54:43.327614+00:00
fake,intercontinental,Hotel,"I absolutely loved my stay; the views from the balcony overlooking the city were incredible, and the breakfast spread was genuinely gourmet this morning. Everything felt so polished and the staff were just wonderful to chat with.",1,gemma4:e4b,short,positive,unstructured,zero_shot,"first person singular, starting with the word I",short_positive_unstructured_zero_shot,11,229,37,200,1,1,1.0,12,2026-08-22T10:54:44.108578+00:00
fake,james,Hotel,"My room at the Hotel James was absolutely perfect; the view of the city lights from the window really made me feel right in the center of everything. The staff were so helpful with dinner recommendations, too.",1,gemma4:e4b,short,positive,unstructured,zero_shot,the room or the hotel itself as the subject,short_positive_unstructured_zero_shot,12,209,37,200,1,1,1.0,12,2026-08-22T10:54:44.937670+00:00
fake,knickerbocker,Hotel,"Honestly, this stay was deeply disappointing; after three nights in the area, the constant street noise made restful sleep impossible, and the breakfast buffet felt underwhelming considering the prime location.",1,gemma4:e4b,short,negative,structured,few_shot,a verdict stated up front,short_negative_structured_few_shot,0,210,30,200,1,2,1.0,12,2026-08-22T10:54:46.829974+00:00
fake,monaco,Hotel,"This room felt anything but five-star; after three nights, the stale air and visible dust on the dresser made the steep price feel insulting. The desk staff seemed utterly uninterested, making the entire stay feel like poor value.",1,gemma4:e4b,short,negative,structured,few_shot,the room or the hotel itself as the subject,short_negative_structured_few_shot,1,230,38,200,1,1,1.0,12,2026-08-22T10:54:47.741441+00:00
fake,omni,Hotel,"During my three-night stay last week, the constant noise made it impossible to enjoy breakfast; the staff seemed understaffed, and the whole place felt perpetually chaotic.",1,gemma4:e4b,short,negative,structured,few_shot,"a time or occasion, such as a month, a season, or a trip event",short_negative_structured_few_shot,2,172,26,200,1,2,1.0,12,2026-08-22T10:54:49.573919+00:00
fake,palmer,Hotel,"The room felt surprisingly dingy after my four-night stay; despite the central location, it was noisy enough to ruin sleep, and frankly, the cleaning seemed rushed, leaving bits of dust everywhere.",1,gemma4:e4b,short,negative,structured,few_shot,the room or the hotel itself as the subject,short_negative_structured_few_shot,3,197,31,200,1,1,1.0,12,2026-08-22T10:54:50.430286+00:00
fake,sheraton,Hotel,"The room at the Sheraton felt overpriced for what it was; after four nights, the persistent street noise was unbearable, and honestly, the subpar cleanliness made the entire stay feel like a massive waste of money.",1,gemma4:e4b,short,negative,structured,few_shot,the room or the hotel itself as the subject,short_negative_structured_few_shot,4,214,36,200,1,1,1.0,12,2026-08-22T10:54:51.285171+00:00
fake,sofitel,Hotel,"Arriving in Paris for a conference, I was sorely disappointed. While the location was prime, the room felt underwhelmingly small and frankly, the breakfast buffet was lackluster for the steep rate charged; cleanliness seemed questionable too.",1,gemma4:e4b,short,negative,structured,few_shot,the reason for the trip,short_negative_structured_few_shot,5,242,36,200,1,1,1.0,12,2026-08-22T10:54:52.098737+00:00
fake,swissotel,Hotel,"The sheer expense of staying at Swissotel felt entirely unjustified given the persistent noise from the hallway all my week-long visit. Frankly, the staff seemed overworked and barely noticeable, making the value proposition utterly dismal.",1,gemma4:e4b,short,negative,structured,few_shot,the room or the hotel itself as the subject,short_negative_structured_few_shot,6,240,35,200,1,1,1.0,12,2026-08-22T10:54:52.944395+00:00
fake,talbott,Hotel,"I left feeling genuinely ripped off after my four-night stay; given the location's slight inconvenience and the lackluster service from the daytime staff, the nightly rate felt wildly overpriced for what we got.",1,gemma4:e4b,short,negative,structured,few_shot,"first person singular, starting with the word I",short_negative_structured_few_shot,7,211,33,200,1,1,1.0,12,2026-08-22T10:54:53.759106+00:00
fake,affinia,Hotel,"I expected better after the noise from the street kept me awake, and the breakfast selection felt frankly meager given the location's supposed convenience; the staff seemed overworked and frankly uninterested in helping.",1,gemma4:e4b,short,negative,structured,few_shot,"first person singular, starting with the word I",short_negative_structured_few_shot,8,220,33,200,1,1,1.0,12,2026-08-22T10:54:54.667965+00:00
fake,allegro,Hotel,"I honestly felt this stay was a massive overcharge; despite the prime location near the action, the rooms were plagued by awful noise, and the breakfast selection was incredibly meager, making the whole thing feel like very poor value for the price tag.",1,gemma4:e4b,short,negative,structured,few_shot,"first person singular, starting with the word I",short_negative_structured_few_shot,9,253,43,200,1,1,1.0,12,2026-08-22T10:54:55.604080+00:00
fake,amalfi,Hotel,"I expected more for this price tag; the room felt dusty upon arrival, and the noise from the street made any rest impossible. Frankly, the staff seemed utterly uninterested in helping us sort out the booking mix-up.",1,gemma4:e4b,short,negative,structured,few_shot,"first person singular, starting with the word I",short_negative_structured_few_shot,10,215,37,200,1,1,1.0,12,2026-08-22T10:54:56.446572+00:00
fake,ambassador,Hotel,"I found the constant noise from the main street truly disruptive, and honestly, paying that much for such a racket, especially after a lackluster breakfast, made the entire stay feel like poor value.",1,gemma4:e4b,short,negative,structured,few_shot,"first person singular, starting with the word I",short_negative_structured_few_shot,11,199,33,200,1,1,1.0,12,2026-08-22T10:54:57.271938+00:00
fake,conrad,Hotel,"Woke up to construction noise echoing right into my room on day three; considering the premium rate and the convenience of the location, it felt far from worth the splurge for a full week here.",1,gemma4:e4b,short,negative,structured,few_shot,a specific detail or small incident,short_negative_structured_few_shot,12,193,35,200,1,1,1.0,12,2026-08-22T10:54:58.110697+00:00
fake,fairmont,Hotel,"Last week's stay felt overpriced; despite the prime location, Room 812 showed obvious dust buildup, making the entire expensive trip feel rather poorly executed for the value received.",1,gemma4:e4b,short,negative,structured,zero_shot,"a time or occasion, such as a month, a season, or a trip event",short_negative_structured_zero_shot,0,184,28,200,1,1,1.0,12,2026-08-22T10:54:58.991043+00:00
fake,hardrock,Hotel,"I left after three nights, hoping for a great downtown stay, but the noise from the street was unbearable, making the whole experience feel overpriced considering the constant racket bleeding through the walls.",1,gemma4:e4b,short,negative,structured,zero_shot,"first person singular, starting with the word I",short_negative_structured_zero_shot,1,210,33,200,1,1,1.0,12,2026-08-22T10:54:59.748972+00:00
fake,hilton,Hotel,"Our recent three-night stay was a letdown; the room felt dusty, and frankly, the breakfast selection was underwhelming. The staff seemed genuinely uninterested, making our visit feel quite anticlimactic.",1,gemma4:e4b,short,negative,structured,zero_shot,"first person plural, starting with the word We or Our",short_negative_structured_zero_shot,2,203,29,200,1,1,1.0,12,2026-08-22T10:55:00.585578+00:00
fake,homewood,Hotel,"Our four-night stay felt underwhelming; the room needed a serious deep clean, and despite the central location, the complimentary breakfast was painfully meager.",1,gemma4:e4b,short,negative,structured,zero_shot,"first person plural, starting with the word We or Our",short_negative_structured_zero_shot,3,161,23,200,1,1,1.0,12,2026-08-22T10:55:01.303561+00:00
fake,hyatt,Hotel,"The persistent rumble from the hallway made our entire week miserable; frankly, the housekeeping staff seemed to miss spots, and while the desk agent was polite, nothing redeemed the noise or the less-than-sparkling room after our extended stay.",1,gemma4:e4b,short,negative,structured,zero_shot,a specific detail or small incident,short_negative_structured_zero_shot,4,245,38,200,1,1,1.0,12,2026-08-22T10:55:02.170452+00:00
fake,intercontinental,Hotel,"For a business trip last week, the stay at the InterContinental felt overpriced given the constant street noise and the underwhelming breakfast spread; after four nights, I really felt the value simply wasn't there.",1,gemma4:e4b,short,negative,structured,zero_shot,the reason for the trip,short_negative_structured_zero_shot,5,215,34,200,1,1,1.0,12,2026-08-22T10:55:03.077361+00:00
fake,james,Hotel,"Last week's stay was deeply disappointing; the staff seemed indifferent, and the noise pollution from the street into our room was constant. Compounding this, the visible dust on the nightstand suggested the housekeeping really missed a spot in room 412.",1,gemma4:e4b,short,negative,structured,zero_shot,"a time or occasion, such as a month, a season, or a trip event",short_negative_structured_zero_shot,6,254,40,200,1,1,1.0,12,2026-08-22T10:55:03.967001+00:00
fake,knickerbocker,Hotel,"I expected much more for this price point; the room felt lackluster, and the breakfast offerings were painfully underwhelming considering the entire stay.",1,gemma4:e4b,short,negative,structured,zero_shot,"first person singular, starting with the word I",short_negative_structured_zero_shot,7,154,23,200,1,2,1.0,12,2026-08-22T10:55:05.850770+00:00
fake,monaco,Hotel,"The room was surprisingly dusty, especially given the prime Monaco location and the exorbitant rates; honestly, the helpful desk staff couldn't mask the sheer lack of value here.",1,gemma4:e4b,short,negative,structured,zero_shot,the room or the hotel itself as the subject,short_negative_structured_zero_shot,8,178,28,200,1,1,1.0,12,2026-08-22T10:55:06.678084+00:00
fake,omni,Hotel,"Needed a quick city getaway, but this Omni was a massive letdown; despite the prime location, the room smelled stale, and the service felt perfunctory for the astronomical rates.",1,gemma4:e4b,short,negative,structured,zero_shot,the reason for the trip,short_negative_structured_zero_shot,9,178,29,200,1,1,1.0,12,2026-08-22T10:55:07.477018+00:00
fake,palmer,Hotel,"I left feeling quite let down; the room felt strangely dusty, and despite polite attempts by the morning staff, the persistent street noise made a peaceful breakfast impossible after such a rough night.",1,gemma4:e4b,short,negative,structured,zero_shot,"first person singular, starting with the word I",short_negative_structured_zero_shot,10,202,33,200,1,1,1.0,12,2026-08-22T10:55:08.280806+00:00
fake,sheraton,Hotel,"I left after four nights feeling truly ripped off; the noise from the hallway was unbearable, and the visible dust in my bathroom signaled poor cleaning, making the whole stay feel overpriced for such low quality.",1,gemma4:e4b,short,negative,structured,zero_shot,"first person singular, starting with the word I",short_negative_structured_zero_shot,11,213,36,200,1,1,1.0,12,2026-08-22T10:55:09.317695+00:00
fake,sofitel,Hotel,Our recent three-night stay felt overpriced given the lackluster service and slightly inconvenient location; we expected more luxury for the cost.,1,gemma4:e4b,short,negative,structured,zero_shot,"first person plural, starting with the word We or Our",short_negative_structured_zero_shot,12,146,21,200,1,1,1.0,12,2026-08-22T10:55:10.113352+00:00
fake,swissotel,Hotel,"Coming to Chicago for a big conference was supposed to be exciting, but the Swissotel let me down. The AC unit in room 1209 was barely humming, making the whole stay feel stuffy, and breakfast felt frankly underwhelming for the price.",1,gemma4:e4b,short,negative,unstructured,few_shot,the reason for the trip,short_negative_unstructured_few_shot,0,234,41,200,1,2,1.0,12,2026-08-22T10:55:12.164269+00:00
