row_index,text,true_label,pred_label
1204,"I was really looking forward to staying here, but the experience left a sour taste. The Wi-Fi was practically useless in my room, dropping constantly and making it impossible to join a video call for work. I had to sit in the lobby, which was far from ideal. The staff, while polite at check-in, seemed overwhelmed and distant whenever I asked for anything, like extra towels or a dinner recommendation--I felt like a bother. Breakfast was a letdown; the scrambled eggs were rubbery and the coffee tasted burnt, sitting in lukewarm chafing dishes. As for the decor, the whole place has a faded 90s vibe with worn carpets and dated floral patterns in the hallways. It's clean, sure, but it feels neglected and tired. For the price we paid, I expected so much more. I won't be back.",1,1
1205,"The room's fresh, modern decor felt effortlessly stylish, and the skyline view from bed was a treat. Slept like a log on the plush linens, and for the price, it's genuinely hard to beat--already planning my return.",1,1
1206,"My weekend at the Sofitel went by far too quickly. From the moment I arrived, the team was warm without being overly formal, and the concierge patiently helped us sort out dinner reservations when our original plan fell through. Our room was quiet, beautifully maintained, and had a wonderful view over the city lights; I found myself lingering by the window with coffee each morning. Breakfast was a highlight, with fresh pastries, fruit, made-to-order eggs, and attentive servers who kept everything moving despite a busy dining room. The bed was exceptionally comfortable, and housekeeping was discreet and thorough. It felt like a proper escape while still being close to everything we wanted to see. I would happily return.",1,1
1207,"Comfortable bed, quiet room even with the station nearby, and the breakfast spread was worth getting up for. Staff fixed a charger issue within minutes. Would happily book the Swissotel again next trip.",1,1
1208,"The Fairmont exceeded expectations. From the stunning lobby to the impeccably clean room with a killer view, every detail felt thoughtful. Staff were genuinely warm, and the service was flawless.",1,1
1209,"Was there recently for one night for a conference. Tried to check-in at 5:30pm (the published check-in was 3pm), they said my room wasn't ready, where as others coming after me were assigned rooms. Was given a dummy door key card and asked to chill in the lounge on the 32nd floor and that they would call on may cell as soon as the room was ready. I chilled there until 8pm, no call, so went out for dinner. Came back at 9:30pm and asked if my room was ready. The gal said of course yes and give me a key. When asked why no one called me, she just shrugged. No, my troubles did not end there. I went to the room and opened the door only to find someone else in the room. Came back to the lobby, then they apologized and gave me another room. I said I was not going to walk-in on somebody else again, so they sent someone with me to open the new room. For all my 'trouble' they reduced my bill by about 40%. It was definitely not worth the trouble they put me thru. Very bad experience.
",0,0
1210,"My stay at the Conrad was far more disappointing than I expected for the price. The lobby looks impressive, but the service never matched it. Check-in took nearly 25 minutes, and the front desk seemed overwhelmed even though there were only a few guests waiting. Our room was attractive and had a great city view, but it was noticeably dusty, with fingerprints on the windows and a bathroom door that would not close properly. Housekeeping also forgot towels one day and did not replace the coffee supplies. The restaurant was convenient but overpriced, and breakfast arrived lukewarm after a long wait. Staff were polite when approached, yet no one seemed particularly attentive. I may have caught the hotel on an off week, but overall it felt more polished in appearance than in actual execution.",1,1
1211,"The Hilton looked impressive online, but my room was dated, the air conditioning barely worked, and housekeeping skipped us entirely. For the price, I expected a much smoother stay.",1,1
1212,"I had a very comfortable three-night stay at Swissotel. The location was convenient for getting around, with restaurants, shops, and public transport all within an easy walk. My room was bright, quiet, and surprisingly spacious, with a really comfortable bed and plenty of storage for a longer visit. I also appreciated the practical desk area and the large windows, even though the view was mostly city buildings. Everything was spotless when I arrived, and housekeeping was discreet and consistent. The front desk team handled check-in quickly and were happy to arrange a taxi and suggest a few nearby places for dinner. Breakfast had a good variety, including fresh fruit and made-to-order eggs. It is not the cheapest option, but the service and overall comfort made it feel worthwhile.",1,1
1213,"This hotel was very beautiful. I went with a group of 4 friends and we had a blast. It was very centrally located and was close to all sorts of transportation. The Continental breakfast was magnificent! I didn't see much of the staff but all of the men at the front door were extremely helpful. 
",0,0
1214,"If you have not tried the Millennium Knickerbocker for a stay in Chicago, do it now! We have stayed (and enjoyed) at the Drake, Intercontinental and others, but we always now come back to the Knickerbocker. Why? If 'Charlie' the doorman is on duty and you pull up, he will welcome you. He'll probably ask your name. Why? Because he wants to call you by your name every time he will see you during your visit. Somehow he even lets the other employees know your name and all of a sudden, doorman, receptionist, bellman, waiter are referring to you by name. The employees are what makes this hotel. Yes, it has everything to offer like all hotels, but the others don't have the fine people (including the cleaning staff) these folks have. Try it, you will like it. We look forward to our next visit already... 
",0,0
1215,"I stayed at ICH Chicago for business in November of 2006 and loved it. As a Royal Ambassador member, they upgraded me to a beautiful junior suite with a separate living and working area and 2 bathrooms! My upgrade was in place upon arrival and a beautiful fruit basket was waiting for me on the coffee table. They even had a nice young lady escort me to my room. The suite was beautifully furnished and had an Art Deco feel to it. The only thing I regretted was that I only stayed one night. I will definitely stay here on my next visit. 
",0,0
1216,"We had a lovely two-night stay at the Sofitel and it felt like a real treat without being stuffy. The lobby was busy when we arrived, but check-in was warm and efficient, and the receptionist made sure we had a quiet room away from the elevators. Our room was spotless, with an extremely comfortable bed, blackout curtains, and a surprisingly good view over the city. I also appreciated the little things: proper coffee, plenty of outlets by the desk, and robes that were actually soft. Breakfast was excellent, especially the pastries and fresh fruit, though it gets crowded after 9. The concierge pointed us toward a nearby bistro we never would have found ourselves. Service was consistently friendly. I'd happily return.",1,1
1217,"Just returned from 2 nights at the Ambassador and I have to say that I am very happy that I chose this hotel. It is true that this is an older hotel. But it is well kept and it does not lack in style and grandeur. (think of the hotel from the Shining, minus the elevator of blood and creepy twins.) From the check-in desk to the surprise turn down service from the maids, I was made to feel like royalty. A special acknowledgment goes out to the doormen who helped me with all my tourist questions. Also the location of the hotel is great. Close to all the action, but on a quite residential street with beautiful old mansions. I also got a sweet $89 per night room by booking on travelzoo. That was just an added bonus however. Even if I paid $200 per night, my impression of the Ambassador would not change. Highly, highly recommended. 
",0,0
1218,"From the moment I walked in, the room was spotless, and the floor-to-ceiling window offered a stunning skyline view. The bathroom was modern with great water pressure, and the complimentary Wi-Fi never dropped once--a smooth, comfortable stay all around.",1,1
1219,"This hotel had a great location, but you can do much better for the money. The hallways smelled of smoke, dirty elevators, furniture in the lobby was thread bare. The staff was very helpful. The room was large, bed comfortable but the room was so musty and old smoke lingered. If you have any allergies don't stay here!
",0,0
1220,"What a quaint, warm and friendly place to stay! Very accomodating ..had 2 dble beds and bathroom was fine....a bit small compared to USA hotels....but compared to european travel...the place was palatial! Would def. stay here again. Location is great too! 
",0,0
1221,"I expected more from the Hard Rock given the price and branding. Our room looked worn, with scuffed furniture and a bathroom that felt cramped and poorly maintained; the shower curtain smelled damp and the sink drained so slowly it pooled during use. The window faced a parking structure and service area, not the city view advertised in the booking photos, so keeping the curtains open was hardly appealing. At check-in, the front desk agent was distracted and barely acknowledged our concerns about the room. Noise from the hallway and bass from somewhere below continued well after midnight, and the mattress was lumpy enough that I woke up repeatedly. We left tired and disappointed.",1,1
1222,"We stayed at the Fairmont two Saturday's in a row, and both stays were disappointing. We had to call the hotel prior to each stay and both times it took the hotel 30-40 minutes to answer their phone. For the price, we expected nicer decor (it looked cheaply done); more comfortable beds-the mattresses were too soft and the sheets too hard-pillows weren't comfortable either; a more accomodating front desk staff. Our friends who were also there on the same dates will undoubtably add similar comments.
",0,0
1223,"The location is amazing, right across from Nordstrom's on Michigan Avenue. The hotel is beautiful and the rooms are clean. But... We are Intercontinental Ambassadors (the rewards club) and to get to the Ambassador suite level, we have to ride a private 'express' elevator. The elevator took three minutes to get to the thirtieth floor. When we checked in, the person behind the counter was rude and acted as if we were lucky to get checked-in. Also, there was a language barrier becuase she was Russian. The pool and spa were both beautiful, but we had to pay an extra fee because of 'upkeep'. If you want a nice hotel all the way around...go to the Omni.
",0,0
1224,"The Talbott looked charming online, but our stay was more disappointing than expected. The room was a decent size and the bed was comfortable, yet it felt worn in places, with scuffed furniture, stained carpet near the entrance, and a bathroom fan that rattled loudly whenever the light was on. Housekeeping skipped our room one day, and when we called the front desk for fresh towels, it took nearly an hour to get them. Staff were polite but seemed overwhelmed, especially at check-in, when we waited well past the stated time. The location is convenient and the neighborhood is pleasant, but the price felt far too high for the level of service and upkeep. I expected a more polished boutique hotel experience and would not rush back.",1,1
1225,"I had a very pleasant three-night stay at Affinia and would happily return. My room faced the avenue, with a surprisingly open view of the city rooftops and a nice glimpse of the river between buildings. Traffic was noticeable during the afternoon, but once the windows were shut the room was quiet enough for uninterrupted sleep. The decor is not ultra-modern, but it felt warm and well maintained rather than dated, with comfortable furniture and thoughtful lighting. The bathroom was especially roomy for the area, with a deep tub, strong shower pressure, and plenty of counter space for two people's toiletries. Front desk staff were friendly without being overly formal, and the location made it easy to walk to restaurants and transit.",1,1
1226,"We booked the Fairmont for a milestone anniversary, expecting the usual grand experience. Instead, we got a study in faded glory. The lobby is still impressive, sure, but our room felt tired--scuffed baseboards, a bathroom door that didn't close properly, and a view of the concrete ventilation shaft. Housekeeping never replaced our coffee pods after the first day. We ate at the main restaurant one night and the duck was overcooked, served lukewarm, and the waiter vanished for twenty minutes. The pool area was packed and the water was cloudy. I get it, it's a big property, but for $700 a night, I expect attention to detail. No one ever asked if we were enjoying our stay. It was just transactional. We've stayed at better-run four-stars for half the price. I'd skip it next time and find something that actually cares.",1,1
1227,"Great stay at the Hilton -- comfy bed, spotless room, and the executive lounge breakfast was a nice bonus. Front desk sorted a late checkout without any fuss. Would happily return.",1,1
1228,"Very disappointed in our stay in Chicago Monoco. We have stayed many times elsewhere, primarily in washington DC and are accustomed to great customer service, beverages like water or soda at the wine bar, coffee and papers in the morning, help with bags. Not only did the Chicago monoco do none of these things, the staff was not helpful, either. Requests were not honored and the staff did not seem happy to be there. YOu got the feeling you were 'bothering' people if you asked a question. No bellman, the doorman did not open the door or help with bags. Even though we were traveling with a child, I had to request a fish when they did not bring it. Really baffling.. as we love the Monoco in Washington.
",0,0
1229,"We've just returned from a two night stay at the Affinia Chicago and our visit was delightful. Thanks to tripadvisor reviews we were prepared for the major construction work on the facade and entrance..it was a mess. And the hotel restaurant and bar remain incomplete and unavailable. Even parts of the lobby had 'wet paint' stickers. All these things could have made for a disappointing stay. Not so!! Although we arrived very early in the day our suite was ready along with a most warm and gracious greeting from the front desk staff. After just a few minutes we felt like we were 'at home.' The suite on the 25th floor, with a fab view along a wall of windows, was sparkling fresh and clean. The bathroom lighting was outstanding and led to my bride of nearly 50 years saying that it made her look younger...she was right! Everything in and about the room was 'like-new' and very stylish. As a visitor we appreciated the very convenient location just a few steps from the Magnificient Mile and all of its ambiance. Thanks to a dedicated and gracious staff, a fantastic location, and chic decorating elements, this hotel can and will be our future hotel of choice in Chicago. The stay was short..but sweet. 
",0,0
1230,"We booked the Hotel Palmer on a bit of a whim for a long weekend, and honestly, it turned out to be the perfect home base. The location is fantastic--you can walk to so many places, and the train station is right there, which made exploring effortless. The staff were genuinely friendly, from the doorman who remembered our name to the front desk helping us map out a rainy-day itinerary on their tablet. Our room was quiet, which was a blessing, and the bed was incredibly comfortable with soft, high-quality sheets. The blackout curtains actually worked, and we slept in later than we have in months. The little touches, like a proper Nespresso machine and a handwritten welcome note, didn't go unnoticed. We didn't try the restaurant, but the bar made a mean old fashioned. We left feeling rested and would absolutely book again for a city trip.",1,1
1231,"Just got back from three nights at the Knickerbocker. Went up to Chicago for some last minute Christmas shopping. Hotel is in a great location. North end of Michigan Ave. about half a block away. Staff was very nice and professional. Everyone we came in contact with was very helpful. Granted this is a older hotel and some of the rooms are no bigger than closets. We were booked into a standard room and when we arrived we upgraded to a deluxe room. Good size room, with nice furnishings and a comfortable bed. Bathroom was somewhat small. Housekeeping did a great job cleaning the room every day. Did not eat at the restaurant Nix, but saw several people getting orders delivered to the bar. Overheard comments saying the food was very good. Drink service at the Martini Bar can be slow. Martinis run $9 and up. Very good drinks and they don't shy away from the liquor. Valet parking was $35 a day with in/out priviliges. Overall a great stay. Would definately stay at this hotel in the future. 
",0,0
1232,"Our stay at Hotel Amalfi was disappointing, especially considering the price. The location was convenient for reaching the main sights and restaurants on foot, but that was the main advantage. Our room faced a narrow alley, so the 'view' consisted mostly of a wall, bins, and occasional delivery noise. The bathroom was cramped and tired, with peeling grout, weak water pressure, and a shower curtain that let water spread across the floor. Breakfast was another letdown: limited choices, stale pastries, watery coffee, and no fresh fruit on either morning. Staff were polite but seemed rushed and offered little help when we mentioned the problems. The bed was reasonably comfortable, yet the overall condition and lack of attention to detail made the hotel feel overpriced. I would not choose it again.",1,1
1233,"I really wanted to love the Fairmont, but the experience fell flat. The room felt dated and the air conditioning was painfully loud. Service was slow everywhere, and we waited over an hour for room service that arrived cold.",1,1
1234,"It's so frustrating when a hotel posts a deal prominently on its website, claiming said deal is available on certain dates. But, when you call to make a reservation based on that deal, they tell you it's not available. There are rooms available, but not the deal. Then they try to condescendingly tell you they can only sell so many rooms at such a deal. I get that. Then just SAY that on the website. 'Here's a great deal . . . but only a small number of people will actually get it.' So much for the great reviews about service . . . I couldn't even get past the first phone call without being frustrated and annoyed. Bad form, Conrad, bad form.
",0,0
1235,"I had a very pleasant stay at Hotel Allegro and would happily return. My room overlooked the quieter side of the neighborhood, with a lovely view of the rooftops and a little greenery rather than a busy street. Everything was spotless, from the freshly made bed to the bathroom corners, and the room smelled clean without feeling overly scented. The mattress was comfortable, the curtains blocked out the morning light, and I slept deeply both nights. The staff were consistently warm and professional, greeting me with a smile and quickly helping when I needed directions and an extra towel. Check-in was smooth, and the relaxed atmosphere made the hotel feel welcoming without being noisy or crowded. Overall, it offered comfort, cleanliness, and genuinely thoughtful service at a reasonable price.",1,1
1236,"We got a spanking deal at this hotel for $99 a night. It's in a good location to the Loop. Excellent transportation options abound. My gripe comes from the fact that we were obviously put in a 'crappy' room. It overlooked the back of the building and the roof of a building next to us. The toilet in the room was not bolted to the floor. Other than that, if I needed to stay in the Loop again for something and I knew I wasn't going to be put in a undesirable room, I would stay here again.
",0,0
1237,"If you want to stay in a fabulous hotel in the city and you're willing to pay a little extra, I'd recommend this place.Also, pay the extra for a corner room - the views of the city are spectacular.A short walk to Michigan Avenue. Excellent service from the valets, concierge, lobby agents, and waitstaff in the restaurants. The food in the restaurants was great and room service wasn't too shabby either.Well worth the money! 
",0,0
1238,"The Conrad Hilton recently took over this property from the failed Meridian Hotel. It seems that the Conrad has inherited a hotel property that just doesn't work. The entrance is very difficult to find. There are only two elevators to take you up to the lobby. As a result, there was often a line waiting for them. The same problem affects the guest room elevators located beyond the registration area. If you go in and out of the hotel more than a couple of times during your stay, you will find the poor elevator layout annoying. The King room is what I would consider small compared to other Chicago hotels. Although I like modern design, the room was quite stark and cold. It was also showing quite a bit of wear and tear. The bathroom was the best part. Has anyone from management tried to sit in the chair and work at the desk? It was the most uncomfortable set-up I've experienced. The views are non-existent for most of the rooms. In a city with amazing vistas, this was disappointing. I saw a couple walking the halls with management trying to find a room that was acceptable to them. Room service breakfast was a highlight of our stay. Excellent food and high quality presentation. Sorry I couldn't write a better review. Would I stay here again? No. Chicago has some incredible hotels and this is not one of them.
",0,0
1239,"We booked this hotel using points on our credit card. When we arrived, we were immediately greeted by a friendly face. We arrived several hours before check-in. However, they let us check-in early. They also gave us a free room upgrade. The hotel is absolutely stunning! In addition, it is off of State Street. There are many things to do - shopping, dinning, theater. It is also close to public transportation if you would like to go to the United Center or the airport. The hotel also allowed us to have a late check-out at no additional charge. The room was so dark and quiet we slept in. 
",0,0
1240,"I recently stayed at the Fairmont Chicago and found it to be a fantastic hotel. Staff was always courteous and helpful - from the front desk staff at check-in to wait staff in Aria restaurant, to the maid who cleaned my room. The rooms were recently updated, with large flat-screen TV's, beautiful linens, and exceptional toiletries in each room. My room even had a view of Monroe St. harbor. It is truly a first-rate hotel. Location is south of the river and east of Michigan Ave -- as we normally stay north of the river it seems a little out of the way (if that's possible in downtown Chicago), however its location significantly lowers street noise. The hotel has excellent access to Millennium Park, the Aon center (there is a connecting concourse), and is about 4 blocks from shopping on North Michigan Ave. I ate dinner in Aria and it was fantastic! Room service for breakfast was quite good as well. Overall, I'd stay again in a minute if I had business in the loop, or leisure plans in Millennium or Grant Parks. 
",0,0
1241,"Stayed here for 3 nights for a Bridgestone/Firestone convention. No complaints. Room was great with a beautiful view. Staff was very accommodating. Had drinks and appetizers in main bar. Fantastic! Great location. Yes it's a huge hotel as it's used for conventions but that didn't stop it from being a great place. 
",0,0
1242,"I was scheduled to stay at the Hard Rock in June, but had to cancel. I had booked the hotel back in January. When I called six days before my arrival date to cancel, I was told that I would be charged for my stay because I did not cancel seven days in advance. I told the customer service rep that I had never heard of such a practice, but she said, in a very smug manner, that I was told back in January. I honestly don't remember being told of the cancellation policy, but think it is a unprofessional practice to capture some additional dollars since it is not an industry standard to require a seven day cancellation policy when you book directly with the hotel. I, for one, will never stay at a Hard Rock hotel and will make sure that my friends and business associaties know of this unfair practice.
",0,0
1243,"Our stay at the Omni felt too short--three days just flew by. The location was perfect for walking to downtown sights, the beds were incredibly comfortable, and breakfast offered fresh pastries and strong coffee every morning.",1,1
1244,"My stay at the Amalfi was a very brief one. I booked the hotel based on all of the glowing reviews I saw here on Trip Advisor. When I arrived, I sat down at a desk with an amazingly aloof clerk. I felt like I stepped into an episode of the Twilight Zone. The room was very small and dark. Then the Internet wasn't working. I wasn't informed about this on my check in and couldn't be given a time frame when it would be back up. I walked the neighborhood and found another hotel more to my liking, gathered up my belongings and went there. If you're one of those people who likes trendy upscale and chi chi locations and hotels, you'll lurve this place. But if you like a hotel with lights on, working internet and a good view and real breakfast, go someplace else.
",0,0
1245,"We stayed four nights at Hotel Amalfi and honestly didn't want to leave. Our room wasn't huge but it was spotless, with a small balcony overlooking the water that made morning coffee feel like a religious experience. The breakfast spread was better than expected -- fresh pastries, good espresso, and fruit that actually tasted ripe for once. Staff were the real highlight somehow; Marco at the front desk gave us hiking tips for Path of the Gods and even arranged a last-minute boat tour when we asked on a whim. Location is perfect, a short walk down to the beach and right near restaurants but quiet at night. Yes, it's pricey and parking in town is a nightmare, but that's Amalfi for you. Would absolutely return.",1,1
1246,"Beautifully appointed, professionally staffed, comfortable, well-located, and elegant, with wireless internet access (plus free access in an alcove on the second floor), fitness center (a little small but fine if you use it at the right time), good energy clientele, easy access to Michigan Avenue, next door to 24-hour restaurant, 2 blocks from 2 Starbucks, elevators that are there before you get your finger off the button - they thought of everything. Will definitely return! 
",0,0
1247,"I just returned from a 2 night stay at the hotel. I had requested a high floor, quiet room. Neither request was honored. The windows are not well insulated, because the traffic, car horns and sirens continued all night long. On the first night two drunk parties woke us up in the hallway. The safe in our room did not work. Someone had locked it before our arrival. One of the pictures under the tv had been removed, leaving a screw sticking out of the wall. The lights are so dim, that is next to impossible to read. A small alcove with a stained bench had a 'reading light' that was about 50 watts. Our room key cards didn't work, so we returned to the lobby where they recoded them. Upon returning to our room, they didn't work again and we stood there trying over and over again until finally we succeeded with no help from the staff. The bathroom is small and has no fan, so the steam covers the mirrors, and unless you leave the bathroom door open, it does not clear. On Friday night one small cookie was left in our room. What about a second guest. Are we supposed to split a 2 inch diameter cookie???!!!! On Sunday the phone rang with a 7 am wakeup call. We had not requested to be woken up!!!! The concierge did not know the way to get to O'Hare by train, and gave us a longer route than was necessary. I have stayed in much better hotels in Chicago...quieter and more spacious, more elegant and worth the money. This is definitely not worth $400 a month. (By the way, I live in Washington, DC and am used to city noise. This was unacceptable!)
",0,0
1248,"I had a very pleasant stay at the InterContinental. Check-in was smooth, and the receptionist took a moment to explain the breakfast hours and hotel facilities rather than just handing over a key. My room was spotless, quiet, and had a comfortable bed with surprisingly good pillows. The city view from the higher floor was a nice bonus, especially in the evening. Breakfast offered plenty of choices, from fresh fruit and pastries to made-to-order eggs, and the staff kept everything well stocked. I also appreciated how quickly housekeeping responded when I asked for extra water. The location made it easy to walk to nearby restaurants and attractions. Prices are not exactly budget-friendly, but the service, comfort, and overall attention to detail made it feel worthwhile.",1,1
1249,"WOW!! Where do I start? Booked this hotel through Hotels.com for less than I paid for the Travellodge Downtown. Check in was a breeze, the entire staff was friendly and helpful. Our room was huge. The king bed was very comfortable. Our room also had 2 nightstands, 2 chairs with a small table, a desk, and walk-in closet. Even with all the furniture, the room was very spacious. The room did show some signs of wear, but I think this adds to the charm and the rich history of this hotel. The hotel is located in a neighborhood, so it felt like we were staying in a condo or a home rather than a hotel. There is very little noise, however, you are only about 2 blocks from Rush and Division streets, with all the nightlife, and the Red Line at Clark and Division is only 3 blocks away. We decided to walk to Michigan Ave and the next thing we knew, we were at the Hancock building. By staying here, you are away from the noise, but not away from the action. Had breakfast at the Pump Room, which is a story in itself. We had our photo taken in booth 1. Take some time and research who has sat in this booth. It is impressive. Some 1400 photos of celebrity guests adorn the walls of the Pump Room. Didn't have a chance to have dinner here, but I will return for dinner someday. Breakfast was not anything fancy, and a bit pricy, but the history and experience was worth it in my opinion. The waitstaff was friendly as was everyone who worked at this hotel was. I can't wait to return here! 
",0,0
1250,"This place had character I'll give it that. But it wasn't really my style. Arrived late in the evening. The first room they gave me the TV didn't work. Maintenance took a look at it, and couldn't figure it out. Told me I'd have to wait until the morning for the electrician. He then passed some gas and left. Real professional. I phoned the front desk on account of the tv, and was able to get another room The second room was much like the first. Horrible striped wall paper, dingy, and old worn carpet. Bathroom was incredibly small. Hard to use the toliet without banging into the door, or the sink. Very cramped. The beds weren't very comfortable either. Room temp hard to regulate and the AC somewhat noisy. Location seem very convenient. I was there for a training session about 8 blocks away. But all of the theatres seemed to be near by, if thats what you were there for this place may be tolerable for a night or two. And don't make a long distance phone call from your room without a calling card. It was about $2/minute. I knew it would be expensive but wasn't expecting that type of rate.
",0,0
1251,"Sofitel was wonderfully quiet at night, with a lovely city view from our room. The marble bathroom felt luxurious, and the comfort and service made the rate feel well worth it.",1,1
1252,"We had our hotel reservations at another hotel set and after we were reading all of the negative reviews we cancelled and made out reservation at the Hilton - I am so glad we did the hotel was clean, hotel staff was pleasant and helpful and the beds were amazing. We knew we were paying a little more than some other hotels but it was well worth every penny. 
",0,0
