row_index,text,true_label,pred_label
1839,"The Sofitel's view of the airport runway was more distracting than soothing--every time I closed my eyes to sleep, I'd hear planes taking off overhead (and yes, it happened at all hours). Between that and the constant hum of nearby road traffic, I never felt truly relaxed, even in the lounge. The staff were pleasant enough but seemed oddly detached, like they'd checked their warmth behind a polished facade--helpful if you asked, indifferent otherwise. For over $400 a night (with taxes), I expected more. Sure, the rooms were modern and the bed was comfortable, but there's no excuse for overlooking the fact that this is a business hotel through and through. The concierge shrugged off my request for a local dinner suggestion, instead redirecting me to an airport-adjacent chain, which felt like being handed a discount coupon rather than treated as a guest.",1,1
1840,"Stayed for 3 nights. booked via hotwire, upgraded to historic tower. Got a big room, with a nice view.Service was great. Valet parking was efficient, but you expect it for 53 doller/night. But the location was the best 
",0,0
1841,"I stayed at the Sheraton Chicago Hotel and Towers recently, and I was completely dissatisfied. When I arrived the clerk was very rude to my guest and myself. We finally got all of our things figured out and went to our room. There is a river right outside and i constantly heard boats passing by. My bathroom was disgusting and not to mention, very small. I did not have a very pleasant experience at the Sheraton Chicago Hotel and Towers.
",1,1
1842,"Extravagant, Exuberant Experience! Our stay at Hotel Allegro was very enjoyable. The intoxicating views made the get-away much more relaxing, as well as the exceptional room service. The rooms were very decorative and well above par. I very much enjoyed the complimentary tea. I Would highly recommend Hotel Allegro as a must stay vacation get-away.
",1,1
1843,"We recently stayed at the Fairmont Chicago Millennium Park while travelling for business. What an incredible experience! Friends had stayed there years ago, but when we showed them our photos, they couldn't believe the amazing renovations. While we loved the modern decor and style, our main reason for choosing this hotel was because of what they call Fairmont PURE rooms. I have had so many awful allergy attacks while travelling, so I wasn't too optimistic that they could actually make a truly hypoallergenic and allergy-free room. I have to say I felt great during our entire stay. We enjoyed a delicious bottle of wine and incredible cheese and appetizers at Eno. What a treat to get such amazing food and wine without even having to walk out of the hotel. This hotel is truly beautiful, everything you would expect from a high-end, big city hotel. Our stay at the Fairmont Chicago Millennium Park didn't disappoint us in any respect. Our only disappointment? We don't have a reason to go back to Chicago anytime soon, but I have a feeling we will be making reservations for another visit in the very near future. 
",1,1
1844,"Staying at The Monaco was honestly just such a delightful surprise given my usual expectations for this kind of upscale vibe. Right off the bat, walking into that lobby felt like stepping into something sophisticated yet incredibly warm without feeling stuffy at all; they have these massive windows letting in tons of natural light which makes everything feel so fresh during the day but then it gets cozy once evening hits and you close those drapes down properly. The room itself surprised me even more because while every detail screams luxury with that velvet wallpaper texture and proper blackout curtains, I actually found space to work comfortably on my laptop at night without feeling cramped by anything.",1,1
1845,"I recently stayed at this hotel not to long ago. Sure, it looks nice, but it's really just a smoke screen. I went to the clerk to check in and she was VERY rude to me. I was asking about nearby attractions and she abruptly cut me off to tell me that I need to go find a phone book and ask someone else. She also encoded my key wrong, so I had to have it redone. I finaly get to my room, only to discover it was a mess. The sheets were thrown on the floor, the curtains were wide open and to top it all off, the toliet hadn't been flushed. It was horrible. I called the front desk to have a maid come and fix it up, but I was told they were on break. Whatever thoguh, I cleaned up myself. The night progresses and I awaken to the sound of someone beating on my door. Some guy said that I was in HIS room. It baffled me, but we went straight down to the lobby and got it cleared up. They had given his the wrong room. I couldn't take one more day of all the bull. I checked out early the next morning and stayed at a different hotel for the remainder of my visit to Chicago. I would NOT recommend this hotel to ANYONE.
",1,1
1846,The Palmer offered a delightful stay with impossibly clean linens that left me refreshed after seven hours of deep sleep in their modern rooms featuring fresh decor and updated bathrooms with plush towels throughout each floor.,1,1
1847,"I booked my weekend Chicago stay at the Hard Rock Hotel in Chicago because of the location as well as some good reviews I found online. However, my experience at the Hard Rock Hotel fell short of my expectations. When I arrived, well over an hour of check in time, I was told that my room was not yet ready and I was left awkwardly waiting around for another half an hour as I did not want to leave the hotel again before settling in. The hotel staff I interacted with seemed generally uninterested in their jobs, and while I do appreciate that this is a hip hotel popular with a younger crowd, there was an excessive amount of noise on the floor I was staying on throughout the night until about half past four in the morning when it quieted down (after two calls to the front desk to make complaints about this issue). As I am a fairly light sleeper, I woke up several times throughout the night. I would recommend bringing earplugs if you're also a light sleeper but would like to get in some decent sleep. Overall the hotel looked very nice, but I just felt that my experience was not worth the amount I paid for my room.
",1,1
1848,"Booked via Priceline.com for a weekend getaway and got the room for $75 per night. When we arrived via Midway we took the Orange Line to within a block of the hotel for just $2. Hotel easy to find. Never felt uncomfortable with the neighborhood/area. Saw very few homeless or panhandlers. Walked all over the place. Great location and hotel is about a $5-$6 cab ride from most major attractions/shopping/restaurants. Hotel is almost gawdy with colors/decor, but it's not that different from a cruise ship decor. It was not annoying decor by any means. Check in was painless and the service was great! Heard NO noise whatsoever...the reports of 'thin walls' are greatly exaggerated. The walls are all concrete and thick...we heard NOTHING both nights we were there! Highly recommend this hotel! Rooms are small but not crowded for two people...they are old style hotel rooms..very classic 
",0,0
1849,"The Sheraton Chicago Hotel and Towers is not the hotel for persons wishing to have a relaxing getaway. Upon entering this hotel you have the impressions that it is a warm and inviting place. One encounter with the staff will change this point of view immediately. the person who assisted us was not very knowledgeable with his duties and did not provide the overall attention required or expected. Everything about this hotel exudes class and sophistication. Training for the staff should be conducted immediately in order to match classy look of the hotel with their interactions with the customers. I am truly diappointed with the fact that my stay at this hotel was as substandarded as it was. I was so looking forward to a wonderful stay at your establishment. I hope that the issues mentioned earlier are resolved. However, I do not plan to return to this hotel again.
",1,1
1850,"The room looked like a country club prison cell. Flat paint on all walls, doors, trims, not especially clean. A platform bed and a long shelf/desk with an iron chair. No amenities, no homey touches, nothing on the walls. No room service, no gym, no concierge. The air conditioner clunked off and on all night. On the plus side, the bedding was nice and there was a large screen TV. Don't waste your money.
",0,0
1851,"Honestly, this Hyatt was a massive letdown from start to finish and I felt completely disrespected as a loyal guest. Check-in took forty minutes even though there were only two front desk agents lounging around drinking coffee while we waited in line for twenty more; it was painfully slow and nobody cared about our time. When we finally got into the room, the air conditioning made an awful rattling noise that sounded like someone throwing marbles inside a tin can every single hour from dusk until dawn. I tried to ask maintenance but they said there were 'no available technicians,' which feels incredibly lazy for such a high-end brand.",1,1
1852,"I have recently stayed at the Hyatt Regency Chicago Hotel and although I have stayed there a variety of times before, for both business and pleasure, my experience this time was particularly poor. From right when I checked in to the day I left I felt like I was constantly around unfriendly people who didn't want to be at work their to do their jobs. My room was dirty the whole time even though the maid came every day, and when I was trying to sleep at night it was so loud in the hallways, I couldn't sleep. For my next visit to Chicago I won't be staying at the Hyatt Regency.
",1,1
1853,"I was visiting Chicago for a christening with my fiance. I was impressed with this hotel from the moment I checked in. The lobby was exceptionally modern with color and furnishings. Front desk staff was pleasant and helpful, especially Susan, who quickly suggested and reserved a table for us at Keefer's Steakhouse for a late dinner. The room itself was fabulous. Extremely comfortable King sized bed, dual head shower, breathtakingly beautiful views of the city, I couldn't ask for more. After a great nights sleep we awoke to a great FREE breakfast right outside our room! Next we enjoyed a couple's massage and I was treated to a facial as my fiance took a short run through the city. After a day full of shopping we retired to our room and ordered room service that was on time and delicious. Unfortunately we checked out the next day, because I could have stayed there forever. I fully recommend the Amalfi Hotel Chicago for everyone interested in a superior stay. It is truly a beautiful and well appointed hotel.
",1,1
1854,"I recently spent a weekend at The Palmer Hotel in Portland and was thoroughly impressed by its understated charm and exceptional service. As soon as I walked in, I was greeted with a warm smile by the staff, who were happy to help me find my way around the hotel. My room was a cozy retreat, with a plush king-size bed, a comfortable desk area, and a lovely sitting area that felt like a quiet corner of my own home. The bathroom was a delight, with a large walk-in shower and a beautifully appointed vanity. One thing that really stood out to me was the hotel's commitment to sustainability - I appreciated seeing eco-friendly options throughout the room and common areas. The location is also hard to beat, within easy walking distance to some of Portland's best restaurants and cafes. Overall, I would highly recommend The Palmer Hotel to anyone looking for a comfortable, welcoming stay in a beautiful city.",1,1
