row_index,text,true_label,pred_label
1205,"WOW! That is all I can say! My girlfriends and I recently went on a little 'excursion' to Chicago for a girls weekend and we stayed at this beautiful hotel. The rooms were beautifully decorated in a comfortable, modern style. The beds were so comfortable and cozy with the softest bedding I have ever felt on a hotel bed. Our views were just as amazing. We could even see Lake Michigan from our suite. We only dined in the hotel once during our trip, but it was the best time we had. The Aria Restaurant was so elegant yet fun. Very clean and just a great atmosphere. The staff was extremely professional and courteous, going out of their way to ensure our stay was a pleasure from the moment we walked through their doors. Highly recommended! A must see next time you visit this area. 
",1,1
1206,"Me and my business associate had a job in Chicago and wanted to stay somewhere that had more features. We did some research online and came across the Hotel Moncaco. We decided to stay for 3 nights. When we arrived we noticed that it was in a busy part of the city with bright lights. The staff was upstiff, and didn't not offer much hospitality. Our room did have a view, but of the city lights and kept our room bright, even with the curtains closed. The beds appeared soft, but did not offer much comfort. For what we paid, we expected more.
",1,1
1207,"Elegant and modernized hotel with great staff. Location is wonderful. The health club located in the hotel had everything needed to get my complete workout. I will be staying there again due to the wonderful experience and decent prices.
",1,1
1208,"My husband and I stayed at the Omni after attending a wedding that took place there. We were delighted at the luxury of the rooms and the accomodations were wonderful. Everyone from the concierge to the housekeepers were friendly and professional. We were extremely pleased with the whole experience and look forward to our next trip to Chicago so we can stay there again. And, by the way, the wedding was absolutely gorgeous!
",1,1
1209,"My stay at the Amalfi was a very brief one. I booked the hotel based on all of the glowing reviews I saw here on Trip Advisor. When I arrived, I sat down at a desk with an amazingly aloof clerk. I felt like I stepped into an episode of the Twilight Zone. The room was very small and dark. Then the Internet wasn't working. I wasn't informed about this on my check in and couldn't be given a time frame when it would be back up. I walked the neighborhood and found another hotel more to my liking, gathered up my belongings and went there. If you're one of those people who likes trendy upscale and chi chi locations and hotels, you'll lurve this place. But if you like a hotel with lights on, working internet and a good view and real breakfast, go someplace else.
",0,1
1210,"Location is excellent, but don't valet your car there,(53.00 a day). Bed was to soft, pillows were flat, we couldn't open up the mini bar cabinet because the bed was in the way. All in all not what you'd expect from a hotel in that area.
",0,0
1211,"Excellent location, feels like a boutique hotel. Right next to Neiman Marcus (V.expensive dept store) and 2 mins walk to John Hancock tower. As most American ,medium to high end, hotels service was excellent from the bellhop to reception. Upgrade to a suite if you are staying longer than a couple of days as walking around the windy city can be tiring and a suite feels like a small apartment. The pub in the basement is good for a sandwich and a Beer. They will be refurbing so take adavantage of lower rates now as I feel they will be going for very high end clients after the remodelling 
",0,0
1212,"The room was spotless, and the morning view of the park from our window was simply lovely. My only regret is that our two nights felt far too short, especially with the hotel's prime spot for strolling to nearby cafes and shops.",1,1
1213,"As a frequent traveler for both business and pleasure, clean and comfortable accommodations at a reasonable price are important to me. Homewood Suites Chicago provides all of that and more! The room was spacious and immaculately kept, with all the tools you could need to prepare a meal in the full-sized kitchen. After a busy work day, it was wonderful to be able to kick back in front of the huge flat-screen television to relax, with a spectacular backdrop of the city outside. I will definitely book a room next time in Chicago and I'll definitely continue to stay at Homewood Suites in other cities. 
",1,1
1214,"I am often traveling on business and I always try to stay at the James. The modern design of the lobby and restaurant with wood and glass creates a luxurious atmosphere and the streamlined, comfortable room design give an upscale aesthetic like that of a penthouse loft apartment. The availability of computers and coffee in the James' business centers means I do not have to lug my laptop around the hotel. The James provides the perfect setting for business travelers and is a cozy place to retire to in the evenings. The ease of breakfast service in the rooms means that I do not have to stress or rush, as my time is valuable. I love the James.
",1,1
1215,"The Chicago Hilton is a great hotel our stay there was fantastic. The hotel is placed in the heart of the city were you can find it a easy walk to almost everything from the local colleges to the great restaurant that surround the city. The room itself was clean and the staff was fun and helpful. I can't really say anything bad about this place it was a great time and a great place to stay while we were there. 
",1,0
1216,"We enjoyed the Hotel Monaco. Great location for walking and beautiful rooms. The staff was so friendly and we especially enjoyed the wine reception and getting to meet other guests. Will definitely stay there again!
",0,1
1217,"The Millennium Knickerbocker Hotel has seen better days. I had fond memories of staying there when it was considered the finest hotel. I booked a room to celebrate a special occasion and found a highly-priced, not so great property. I had to look at five suites before I found one where the upholstered furniture was to my liking, some of the other rooms carpet was not clean, the refrigerator was dripping water, and the balcony was littered with cigarette butts. I finally settled for a room, only because the bellman was friendly and apologetic but as over priced as it was I should have turned around and walked out. I sent a letter to the management when I returned home, but it had been a month and I never received an answer. There are plenty of other places to spend your money. Don't leave it at this hotel.
",1,1
1218,"I checked in at the Affinia Hotel in Chicago shortly after dinner on Tuesday, I was greeted by very frendly staff from the valet service to front desk. You can tell people were happy at the hotel. I was pleasantly surprised when I got to my room. The room was very well decorated and well thought out. The furniture was in the right location and there was lots of space. Plus it was convenient with lots of power outlets The bedroom and washroom was very clean and I had a great sleep in their very comfortable bed. I was told by front desk i could choose from 6 different pillows, although i did not take advantage of this offer i thought what a great idea. Once in a while you come across hotels with great service, well thought out rooms in a perfect location (right off Magnificent Mile). When visiting Chicago again I will definitely try and stay at Affinia again 
",0,1
1219,"Stayed here for a conference and left feeling genuinely let down. The lobby looks grand in photos, but the reality is worn carpets and a front desk that seemed perpetually understaffed. Check-in took over half an hour, and when we finally got to the room, the air conditioning sounded like a lawnmower and never actually cooled the space below 78 degrees. I asked for a fix twice; maintenance eventually showed up, shrugged, and said it was 'normal for summer.' The bathroom had a cracked sink basin and only two towels for a double-occupancy reservation. The rooftop bar, which we were excited about, was closed for a private event both nights--no advance notice, no comp. Breakfast was a chaotic, overpriced buffet with lukewarm eggs and stale pastries. Honestly, for this price point, you're paying for the address, not the experience. I'd skip it and book somewhere with actual service.",1,1
1220,"The Hard Rock hotel is great for a relaxing getaway. The rooms are quiet, the bed is comfortable and the bathroom is a nice size. We had fabulous service and got a great rate. Other than the fact that there were no bathrobes (it's listed as an amenity) and the Sony radio didn't work, it was perfect. Would definitely stay there again! 
",0,0
1221,"My expectations were not high because I booked this hotel through priceline for $58 / night. An amazing deal if not for the fact that you had to wait 15 - 20 minutes for hot water. I called the front desk to tell them that there was no hot water - to which they nonchalantly replied: 'try running it for 15 to 20 minutes.' They forgot to tell me to keep the water running after my shower, if anyone else expected to use the shower. My boyfriend, who showered after me, had to wait another 10 minutes to get the shower warm again. To make matters worse, after room service was delivered, we called and said we needed another fork. They told us it would cost $3 ($1 for the fork, $2 for delivey charge). Absolutely ridiculous!! At least with a 1 star hotel, you get hot water. This is supposed to be a 4 star hotel. I guess you do get what you paid for - I just feel bad for the people who actually paid full price.
",0,0
1222,"Stayed two nights at the InterContinental and was impressed by how smoothly everything ran; the room was quiet, breakfast had plenty of options, and the concierge gave us excellent dinner advice.",1,1
1223,"Affinia Chicago is one of the worst hotels I have ever stayed at. Not in my life have I been treated so poorly as a guest. The front desk was very unaccommodating when I asked for a smoke free room when they had made an error in my reservation. There was no bellhop available for some strange reason so I had to move all my luggage to the elevator and down a long hallway to my room by myself. If it wasn't already a bad stay, I ordered room service and it took over an hour and a half to be delivered. If they didn't have air conditioning in the room, I would say just about everything about this stay was completely miserable. If you are traveling to Chicago for any kind of business, I hope you decide not to choose this hotel. I was quite surprised, I like Chicago as a city but this stay definitely made my trip quite a negative experience.
",1,1
1224,"I booked this via Priceline, and was not sure I'd like it, as some Sheratons have fallen off the cliff. This hotel absolutely surpassed my expectations. Despite booking with Priceline, I was treated like a king. They let me check in early, gave me a beautiful room, and even went so far as to look up my Starwood number so I could get some credit for the stay. The staff was unfailingly pleasant, the property immaculate, and the room very comfortable. I highly recommend this hotel. 
",0,0
1225,"We had a great experience at this hotel. The hotel is Huge! The rooms were very clean, well appointed, and our room was very roomy with a great view of the snow covered park. The Staff was so nice and very helpfull. Donald, at the the Concierge desk scored us tickets to WICKED the day of the performance, and on a Holiday weekend too. They were great seats and a reasonable price. He worked very hard for us to see that show. They truely topped off what was a Fun New Years Celebration. This will be my first pick when I return in the spring. 
",0,0
1226,"I have stayed at the James a few times, it is my go to hotel in Chicago. This last trip makes me think it is time to start looking for other options. The Good: Location is awesome, just off Michigan Ave, Trader Joe's across street for some healthier snacking. It is a great location, easy to walk most anywhere. The door staff are very friendly and helpful. The overall feeling is modern, upbeat. Turn down service with cookie is nice. Free Wifi (which worked to varying degrees throughout stay) The Bad: They claim to be a 4.5 star hotel, which to me, means better then a 4 star and online with a 5 star (without a pool). They used to have Kiehls toiletries and now have 'Harmony' brand. Additionally, they now have the large bottles attached to the wall which you get to share with the other guests that stayed in the room before you. It is what I would expect from Holiday Inn or my gym, but not a 4.5 star hotel. I asked about the switch (mainly because when I booked they still had Kiehls in website description) and they claimed that the reason they went the communal bottle route was to be 'green'. That is hard to believe, as it's not like the hotel is making other efforts to be green (they still have incandescent light bulbs, housekeeping leaves the lights and radio on when they do turn down, they don't recycle in room, etc). They are obviously trying to cut costs, and it shows. More: the rooms are in need of some updating, they are looking somewhat tired. My third floor room was quite loud with the motorcyclers trying to prove their manhood out front (not their fault). Don't take the stairs (as the stairwell is straight out of horror movie), even though the wait for one of the two elevators might be awhile. The phone staff was fairly rude (granted, they didn't like me questioning their toiletry change). I feel bad giving such a low rating, but it really did not come close to my expectations (from previous stays there). I will start trying out new hotels in the area.
",0,0
1227,"I would first like to say how inviting the rooms themselves are. For my wife and I, we enjoy the warmer colors. Cleanliness along with excellent staff, made me feel away from home yet relaxed. Being right Downtown was perfect for location. The suites are very quiet as well. I surprised my wife with the 'Shopping Package'. What a hit! Thanks Homewood Suites by Hilton Chicago Downtown !!
",1,1
1228,"We stayed at the Sofitel for three nights and honestly wished it had been a week. The bed was wonderful -- the mattress had that perfect balance of firmness and softness, and with the blackout curtains I slept straight through every night without waking once, which almost never happens for me. Even better, the room was remarkably quiet despite the hotel being fully booked; we heard no hallway noise or street traffic at all, just the distant hum of the air conditioning. The wifi was fast and reliable throughout, easily handling video calls and streaming in the evenings without a single drop. Staff were warm and attentive from check-in to checkout, and the breakfast spread was excellent. Highly recommend and we'll definitely be back.",1,1
1229,"I would not recommend this hotel. Although it is in a good area, the room was very small and is getting rather dated. The room had extensive damage. The paint on the bathroom ceiling was peeling. The wallpaper in the bathroom was peeling. The wood work in the bathroom looked like it had been chewed on. There was mold and stains on the bathroom tile. The room was very small. There was not room for a sofa. Just a small faded chair and ottoman. The carpet had stains on it. Also, the bed was comfortable, but there was not a top sheet, just the bottom sheet and a comforter. Overall I was not satisfied with the hotel for the price that was charged. I have stayed in other hotels in the area that provided much more space, cleanliness, and value for the money paid.
",0,1
1230,"I stayed at the Talbott twice in the last few weeks. I was very pleased with every facet of my stays. The staff, from doormen to front desk, to concierge, to housekeeping, were wonderful. The rooms were nicely sized and clean, and well stocked. I will return to the Talbott anytime! 
",0,0
1231,"The InterContinental Chicago is located in the heart of Downtown Chicago, Illinois on North Michigan Avenue, the Magnificent Mile. This hotel is located within moments, not minutes, from the Navy Pier, Millennium Park, and Magnificent Mile Shopping. The InterContinental Chicago boasts a modern fitness center that feature free weights, a cardio room, dry saunas, as well as, masseurs. When business knocks at your door, the hotel has a 24 hour business center providing high-speed internet access, fax, and photocopying services. The accommodations at the InterContinental Chicago are elegant with a touch of historic decor. The room had a breath-taking view of Chicago, as well as, had an in-room mini-bar, terry-cloth bath robes, over-sized desks, high-speed internet access, and a 37-inch Hi Def LCD Television. Not only was the overall quality of the property in stunning condition, the staff at the InterContinental Chicago were welcoming, caring, and demonstrated a profound customer-service base.
",1,1
1232,"Just got back from three nights at the Knickerbocker. Went up to Chicago for some last minute Christmas shopping. Hotel is in a great location. North end of Michigan Ave. about half a block away. Staff was very nice and professional. Everyone we came in contact with was very helpful. Granted this is a older hotel and some of the rooms are no bigger than closets. We were booked into a standard room and when we arrived we upgraded to a deluxe room. Good size room, with nice furnishings and a comfortable bed. Bathroom was somewhat small. Housekeeping did a great job cleaning the room every day. Did not eat at the restaurant Nix, but saw several people getting orders delivered to the bar. Overheard comments saying the food was very good. Drink service at the Martini Bar can be slow. Martinis run $9 and up. Very good drinks and they don't shy away from the liquor. Valet parking was $35 a day with in/out priviliges. Overall a great stay. Would definately stay at this hotel in the future. 
",0,0
1233,"WARNING: FOOD POISONING ALERT!!! The room was dirty, the shower had mold and the handle in the shower my daughter cracked her head open on. The elevators were absolutly terrible they made me dizzy every time i went on it. They hade pasta night and they put out a bowl of noodles and sauce and i couple of rolls well you get what you pay for. What was worse is the sauce must of had bad meat in it because my family got so sick. The one thing that was nice was the location which was right by michigan avenue. The second night we left and went to another hotel which was 80 bucks cheaper and 100 times nicer. DO NOT STAY HERE
",0,0
1234,"Affinia was a comfortable base for a long weekend in the city. My room was quiet despite facing a busy street, and the bed was genuinely excellent--firm enough for support, with soft linens that made it easy to sleep through the night. The bathroom was spotless and more spacious than expected, with good water pressure, plenty of towels, and useful counter space for toiletries. Breakfast was simple but fresh: eggs, fruit, pastries, coffee, and a few hot options, all replenished quickly by attentive staff. The location and friendly service added a lot to the stay. It is not the cheapest hotel nearby, but the comfort, cleanliness, and restful sleep made it feel worth the price.",1,1
1235,"I had a wonderful two-night stay at the Fairmont for a quick city break. The lobby felt elegant without being stuffy, and the front desk team had us checked in quickly despite a busy afternoon. Our room was bright, exceptionally clean, and had a comfortable chair by the window that became my favorite spot for morning coffee. Wi-Fi connected immediately and was reliable enough for a video call and streaming in the evening. I slept extremely well on the plush bed; even though we were near the elevators, the room stayed remarkably quiet overnight. Breakfast was fresh and service was attentive without hovering. My only complaint is that the trip felt far too short--I would happily return and give myself another day to enjoy the hotel.",1,1
1236,"My experience at the Hyatt Regency Chicago was simply amazing. I had a wonderful stay there will my husband. My husband has allergy problems nearly everywhere we go, and we were worried about that so we talked to the desk clerk there. They were able to provide us with a Hyatt allergy-friendly room. We were so relieved and the room was beautiful. The furniture in the room was actually cleaned with pure tea tree oil. It was the most comfortable stay we have ever had. On top of that my husband had to spend some time in the room working on some business, so the high speed internet they provided was very convenient. We took full advantage of the 24 hour room service. I will definitely stay there again. It is a vacation simply staying in your hotel room. 
",1,1
1237,"I made reservations with the Chicago Fitzpatrick using their 800 number for two nights in June. I received no written confirmation with cancelation policy, etc. However, when I attempted to cancel my reservation the morning of my first night's reservation, I was told that they would charge me for one nights stay. They have a '3pm THE DAY BEFORE your first nights stay' policy. Even though the hotel was not sold out for the night they would not budge on the policy. This is not a common policy on Michigan Ave. I'd advise making your reservations someplace that offers more flexiblity for emergencies or sends a written confirmation with policy. It was a very expensive mistake on my part to book with this hotel!
",0,0
1238,"We wanted a nice place to stay the night after dinner, theater, and my daughter's 21st birthday. This place certainly fit the bill. It was convenient to everything including the SouthShore Railroad station. The staff were all friendly. Their was a small wine reception in the lobby in the evening and Starbucks coffee in the morning. Ryan, the concierge, ordered flowers for my daughter and had a nice bowl of Hershey Kisses waiting for us when we arrived. We were upgraded to a suite and although they forgot to make up the sofa bed, they came promptly to get it set up when we called later. The window seats were beautiful as well and I enjoyed drinking my coffee in the morning and reading a book. 
",0,0
1239,"We have just returned from 4 nights at the Conrad Chicago, everthing about the hotel was excellent. Wonderful room and service from all the staff was first class. Great view from our room. The hotels location is great, right in the centre of the magnificent mile. A wonderful stay in an amazing city was made perfect by our stay at the Conrad. 
",0,0
1240,"We stayed here because of all the great reviews, and it's all true. We were highly impressed with the high quality of everything, everyone, and the location. Walking distance to much of what Chicago has to offer. Gibson's steakhouse and the Hancock building to name a couple. This hotel should really be in the top ten or even top five hotels for Chicago. It should also have more than three stars. I mean three stars is for the hilton garden inn or marriott courtyard, and this place far exceeds chain hotels like those. Depending on the room you get, any price under $250 would be a good deal. Between 250 - 300 could still be worth it. 
",0,0
1241,"We chose to stay at a small hotel because we did were looking for a hotel with less crowds. We anticipated we would get better service in a smaller hotel, than some of the other larger high rise hotels. We did not experience very good service at the Talbott Hotel. When we checked Irena seemed very robotic and aloof. The front desk clerks were neither welcoming nor gracious. The lobby is small and the front desk is just a few feet from the front door. Each time we came into the hotel we were never greeted nor even received a smile from the staff, just a blank stare and gaze. The front desk staff was chilly and stiff, no greetings, no smiles and no personality. They had difficulty answering simple questions or requests. On the other hand the bellman Perry was great. He was sociable and very service oriented. He was aware of what is going on in the area. He recognizes the guests and he offered suggestions about things to do in the immediate area, and where to eat in the neighborhood. He is authentic and he even asked us upon our return 'how was that restaurant?' Tim the concierge was also supportive. He gave us 10% discount coupons for shopping at the major department stores. We had the largest suite. We requested a rollaway (extra charge) when we made our reservation and we had to ask five different times to have the rollaway bed delivered to our room before it came after 10PM. When the rollaway finally came we had to call back the front desk because they did not deliver a blanket or pillow with the bed. What made our Talbott hotel experience most disappointing was that we may have never received any housekeeping unless we had asked to have our room cleaned. We were out of our room from 8AM and when we returned to our room at 4PM the rooms had not been cleaned. We called the front desk to ask to send someone. The maid rushed to clean our room while we had to shower and change for the evening. The room itself was pleasant. It did have a moldy smell and some Frabreez would have been nice to bring along since the windows do not open much. We were next to a noisy neighbor and the walls were thin. We really liked staying in this area of Chicago but expected first rate service. The service was very weak and unacceptable for this class of hotel.
",0,0
1242,"My wife and I stayed here for a weekend in Chicago and had an okay experience. The location contrary to other reviews is not very good for a downtown Chicago hotel. Everything is at least a fifteen minute walk which in the winter in Chicago means a taxi ride. The other thing that you should know about this hotel is that they allow smoking everywhere. I don't necessarily mind people smoking but the lobby, the elevator lobbies and any area that was public had tons of people smoking and ashtrays everywhere. The pool/spa/excercise room was not very impressive either. It is accessible by walking through the business center corridor, wondering if you're going the right way and then coming to a pool that is extremely small. There is also no hot tub and the 'spa' is a closet with a massage table. The concierge was helpful but the people that answer the 'sheraton promise' phone told me that there was nothing they could do about ice being out on two floors. The beds were super comfortable. I think that this is probably a nice business hotel with top of the line conference and meeting facilities but for couples or families you can do MUCH better in downtown Chicago.
",0,0
1243,"The hotel itself was beautiful and wonderful staff but the bottom line for me was that it was impossible to sleep through the night because the noise of the ambulance sirens continued throughout the night. For THREE consecutive nights. There was simply inadequate soundproofing - even 14 floors above the street (OK - 13 floors as there is no 13th floor). I hesitate to write this review but I rely on Trip Advisor reviews when traveling, and had I been warned about the ambulance sirens, I would have chosen to stay elsewhere. If you are a sound sleeper and noise is not an issue then it is a lovely hotel and excellent value. Conveniently located. Wonderful staff. But quiet is a key priority for me so I would not stay here again. :(
",0,0
1244,"For the amount of money per night that the Millennium Knickerbocker Hotel charges, one would at least expect a room with a working bathroom. The toilet wouldn't flush, the sink dripped and the towels were rough and cheap looking. When I called the front desk to ask for maintenance on the sink and toilet, the staff were indifferent. It was over an hour before anyone arrived to fix the bathroom fixtures, and when they did arrive they were unable to stop the drip in the sink. All in all, I was disappointed with my stay.
",1,1
1245,"The location was the one real advantage: it is an easy walk to restaurants, shopping, and the train, so getting around downtown was simple. Unfortunately, the stay itself did not match the price. My room looked only superficially cleaned; there were crumbs by the window, dust on the desk, and a questionable stain on the chair. The bathroom was especially disappointing, with poor lighting, a slow-draining sink, and mildew around the shower seal. When I mentioned the drain and asked for extra towels, the front desk acted as though I was inconveniencing them and nothing was addressed until the next day. The bed was comfortable enough, but the worn room and indifferent service made this feel far from a polished hotel experience.",1,1
1246,"Just got back from 2 days up in Chicago shopping with girlfriends. First time I have stayed at the Omni. I did so because I saw a $129.00 rate that included $25.00 of free food on Travelzoo. The three of us (55 year olds) all stayed in one suite with 2 double beds and a VERY comfortable pull out sofa. We had plenty of room. Food in the restaurant was great, service was outstanding from everone we came into contact with, early morning delivery of free coffee, juice and hot chocolate was fabulous and recommendations from the staff on where to eat, time of movies, shopping areas, etc was really helpful. Need I mention the outstanding location? Simply the best! We all decided that the Omni is our new favorite hotel. 
",0,0
1247,"Stayed here for 3 nights for a Bridgestone/Firestone convention. No complaints. Room was great with a beautiful view. Staff was very accommodating. Had drinks and appetizers in main bar. Fantastic! Great location. Yes it's a huge hotel as it's used for conventions but that didn't stop it from being a great place. 
",0,0
1248,"I just returned from a 2 night stay at the hotel. I had requested a high floor, quiet room. Neither request was honored. The windows are not well insulated, because the traffic, car horns and sirens continued all night long. On the first night two drunk parties woke us up in the hallway. The safe in our room did not work. Someone had locked it before our arrival. One of the pictures under the tv had been removed, leaving a screw sticking out of the wall. The lights are so dim, that is next to impossible to read. A small alcove with a stained bench had a 'reading light' that was about 50 watts. Our room key cards didn't work, so we returned to the lobby where they recoded them. Upon returning to our room, they didn't work again and we stood there trying over and over again until finally we succeeded with no help from the staff. The bathroom is small and has no fan, so the steam covers the mirrors, and unless you leave the bathroom door open, it does not clear. On Friday night one small cookie was left in our room. What about a second guest. Are we supposed to split a 2 inch diameter cookie???!!!! On Sunday the phone rang with a 7 am wakeup call. We had not requested to be woken up!!!! The concierge did not know the way to get to O'Hare by train, and gave us a longer route than was necessary. I have stayed in much better hotels in Chicago...quieter and more spacious, more elegant and worth the money. This is definitely not worth $400 a month. (By the way, I live in Washington, DC and am used to city noise. This was unacceptable!)
",0,0
1249,"Loved my stay here -- the rooms are spacious and beautifully done, and the harbor views from the lounge are stunning. Staff was genuinely helpful without being pushy. Would absolutely come back.",1,1
1250,"Despite the prime location, this Sofitel felt like a costly mistake. The bathroom was dated with a finicky shower, and breakfast was a chaotic, lukewarm buffet. Definitely not worth the premium price for such a tired room.",1,1
1251,"We just returned from our first trip to Chicago and stayed at the Omni. I read many reviews on trip advisor and picked the Omni based on its wonderful reviews and they were right on. The location, staff, rooms, amenities, etc were all wonderful. Huge thank you to TA members who suggested signing up for the preferred member program. We did that before we left and received complimentary beverages in the morning and newspapers among other perks. I loved being woken up to fresh orange juice and the Chicago Tribune newspaper. We were in room 816 which was perfect. Corner suite with two out of the 3 sides of the rooms being windows with a great view. The room was huge with a gorgeous king bed and great living area with plasma TV. The bathroom amenities were wonderful. I loved soaking in the tub with the mineral salts that were provided. The turn down service was great as well. We would come back to our room with relaxing music playing and our bed ready for us. We ate at their restaurant twice and the breakfast buffet was delicious. The blueberry muffins were the best I have ever had. Everything was so fresh and prepared perfectly. The staff at the Omni is so accomodating. Everyone is always smiling and asking you how your stay is. Have to thank the concierge Melissa and Curtis. They were both so helpful with great dining suggestions and maps for everything we wanted to do. I also used the gym during my stay and it was great. All the machines were top notch and each treadmill has a lcd TV attached. And the gym itself had two plasmas. They also had cold lemon water for you after your workout. I am a stickler for cleanliness and it was sparkling every morning. It really was a fantastic stay at the Omni and we would never stay anywhere else. I also wanted to mention we never heard any construction while we were there. Everything was quiet and we both slept wonderfully on the big comfy bed. Thank you Trip Advisor for another great trip suggestion! 
",0,0
1252,"The rooms were beautiful! The staff was friendly and helpful. I love where the Conrad in Chicago was located, it seemed to be close to a lot of places I wanted to visit. Chicago was great, and the Conrad Hotel made my family and my stay that much more exceptional!
",1,1
1253,"I wanted to like Hotel Monaco, especially because the location is convenient and the lobby has a fun, colorful design, but the stay was more frustrating than enjoyable. Check-in took nearly 30 minutes even though I arrived well after the posted check-in time, and the desk agent seemed overwhelmed. Our room looked worn, with scuffed furniture, stained carpet, and a bathroom fan that rattled loudly whenever the light was on. The bed was comfortable enough, but the walls were thin; we heard hallway conversations and doors slamming until after midnight. Housekeeping also skipped our room one day, despite us leaving the sign out correctly. The staff apologized, but no real solution was offered. For the price, I expected a much better-maintained room and smoother service.",1,1
