row_index,text,true_label,pred_label
2051,"Negative points: 1. I guess they gave me the worst room. It's small room with a king size bed even though I'd requested a room with two queen beds. 2. No roll away bed was available so I had to sleep on the floor. 3. The tub in the bathroom would not drain. 4. No exhaust fan in the bathroom. 5. broken furniture. Plus point: 1. Convenient location.
",0,0
2052,"We chose to stay at a small hotel because we did were looking for a hotel with less crowds. We anticipated we would get better service in a smaller hotel, than some of the other larger high rise hotels. We did not experience very good service at the Talbott Hotel. When we checked Irena seemed very robotic and aloof. The front desk clerks were neither welcoming nor gracious. The lobby is small and the front desk is just a few feet from the front door. Each time we came into the hotel we were never greeted nor even received a smile from the staff, just a blank stare and gaze. The front desk staff was chilly and stiff, no greetings, no smiles and no personality. They had difficulty answering simple questions or requests. On the other hand the bellman Perry was great. He was sociable and very service oriented. He was aware of what is going on in the area. He recognizes the guests and he offered suggestions about things to do in the immediate area, and where to eat in the neighborhood. He is authentic and he even asked us upon our return 'how was that restaurant?' Tim the concierge was also supportive. He gave us 10% discount coupons for shopping at the major department stores. We had the largest suite. We requested a rollaway (extra charge) when we made our reservation and we had to ask five different times to have the rollaway bed delivered to our room before it came after 10PM. When the rollaway finally came we had to call back the front desk because they did not deliver a blanket or pillow with the bed. What made our Talbott hotel experience most disappointing was that we may have never received any housekeeping unless we had asked to have our room cleaned. We were out of our room from 8AM and when we returned to our room at 4PM the rooms had not been cleaned. We called the front desk to ask to send someone. The maid rushed to clean our room while we had to shower and change for the evening. The room itself was pleasant. It did have a moldy smell and some Frabreez would have been nice to bring along since the windows do not open much. We were next to a noisy neighbor and the walls were thin. We really liked staying in this area of Chicago but expected first rate service. The service was very weak and unacceptable for this class of hotel.
",0,0
2053,"The Talbotts' fresh, understated decor felt like a welcome escape, and that sweeping river view made the single night fly by far too quickly. It's not cheap, but the comfort and quiet clarity made every penny feel justified.",1,1
2054,"The Fairmont made our weekend feel effortless, with a quiet, comfortable room, quick check-in, and genuinely friendly staff. The lobby bar was a nice spot for a late drink.",1,1
2055,"We booked Hotel James expecting a design-forward boutique stay, but the reality was a masterclass in mismanagement. Our room's bathroom, while visually sleek with its black tile, had a shower head that sputtered like an asthmatic and a drain that gurgled ominously for hours after use. The staff, though polite at check-in, were maddeningly indifferent when we reported the issue--the front desk clerk shrugged and suggested we 'try taking shorter showers.' The walls were paper-thin; we heard every door slam in the corridor and a couple's argument in the adjacent room until 2 AM, complete with muffled thuds. Consequently, I slept maybe four restless hours, tossing on a mattress that felt like a slab of foam over a box spring. For the premium price, I expected polish, not this mirage of comfort. I left more exhausted than I arrived, and I won't be returning.",1,1
2056,"Despite the unbeatable location, our stay felt frustratingly rushed by checkout while the room showed dust and a stained carpet. Staff were polite but noticeably indifferent, making the whole experience feel overpriced and disappointingly stale.",1,1
2057,"We'd expected more from a property with this reputation. The room itself was fine at first glance, but sleep was impossible both nights thanks to the elevator bank directly through the wall--we heard the mechanical whine every few minutes until 2 a.m. Breakfast was the real letdown: $34 for a buffet where the eggs were rubbery, the fruit clearly came out of a can, and the coffee tasted burnt. Our bathroom had a persistent damp smell, and the shower drained so slowly I was standing in an inch of water by the end. The 'view' we paid a premium for? A mostly obstructed look at an air conditioning unit and a slice of roof. Staff were polite enough, but politeness doesn't fix a stay this pricey that delivered this little. Won't be returning.",1,1
2058,"Our stay at the Hilton was disappointing, especially considering the price. Check-in took nearly 30 minutes, and the front desk agent seemed distracted and never explained the resort fee or breakfast options clearly. The room looked tidy at first, but the carpet was worn, the bathroom fan barely worked, and there was a persistent damp smell. We also heard doors slamming and loud conversations in the hallway until after midnight. When we called for extra towels, they arrived almost an hour later, and housekeeping skipped our room the following day without explanation. The bed itself was comfortable, and the location was convenient, but those positives did not make up for the poor service and general lack of attention to detail. I expected much more from a Hilton.",1,1
2059,"Booked a room online and got a great rate under $200 which is very cheap for a summer hotel room in Chicago in this nice location, 3 blocks I think from the water. Even though our rate was so cheap, the service was wonderful, the front desk were polite& cheerful, the doormen and valet were great and helpful, and they even put a fridge in our room when we requested on, free of charge! The fitness room was clean, large and provided fruit and clean towels, and it had the greatest view of the city as it was on the top floor of the hotel. Location of hotel is safe, and such a beautiful area. Check the rates directly online of the hotel's website, as it was the least expensive. We will stay here again for sure. 
",0,0
2060,"Stayed here for 4 nights in Apri. From check in the stay was perfect all round, staff were so helpfuly and friendly especially Chris and Scott. The location couldn't be better right on Michigan Avenue so easy access to everything. Room was lovely and spacious and always clean and tidy at the end of the day. Will definately recommend it to friends and family. 
",0,0
2061,"Stayed here for a long weekend and honestly, it exceeded expectations. The room was spotless, the bed super comfortable, and the blackout curtains actually worked, which never happens. We had a minor issue with the AC on the first night, but housekeeping sorted it out within twenty minutes and even left a small fruit plate as an apology. The location is brilliant if you want to be near the waterfront, and the lobby bar makes a mean old fashioned. Breakfast buffet was pricier than I'd like, but the omelet station was worth it. Staff throughout were friendly without being overbearing. If you're after luxury, it's there, but it feels more like genuine hospitality than show. Would definitely book again.",1,1
2062,"I loved this hotel - fabulous old building but with first class modern amenities. Great location, as it's so close to both lakeshore and city. Chicago is such a walkable city, so this was a superb base. The staff were just lovely - so very friendly and efficient. The room was wonderful - very, very comfortable and exceptionally clean. Great chair. Great coffee. Lovely bathroom with a huge, absolutely fantastic shower. It was also extremely quiet. That, and the best bed ever, meant I slept so well and since I was there for a week, that was very important to me. Yummy martinis at the Martini Bar. I will most definitley be back! 
",0,0
2063,"The Knickerbocker hotel is fantastic! It's an old hotel with updated rooms - so you get the old-timey charm and fresh comfort all at once. The hotel has a fabulous location. It's a one minute walk to the Cheesecake Factory and Bloomingdales, and about a 5 minute walk to Einstein Bagel Company (the best bagels and cream cheese EVER), Macys and Saks. This location can't be beat. You're at one end of the magnificent mile, so it makes for easy strolling, as you don't start in the middle and then backtrack. The hotel staff are super helpful and friendly. Checking in and out was very smooth, and the concierge (Cheryl) was amazing. She booked all our dinner reservations and activities for us, and recommended an incredible restaurant called Carmines which was a 5 minute walk. It was the greatest italian restaurant I have ever been to, and I can't recommend it more. The rooms are small but not too small. We had a beautiful big samsung flat screen, cordless phones, a rain shower, ample clean towels, and beautiful marble countertops. The hotel rooms have european charm to them and made me feel like I was at a 5 star hotel in Europe. The beds are very comfortable and the duvet is soft like butter. The only complaint I had was that housekeeping woke us up at 8:30 one morning when the knocked on our door despite the fact that we had the do not disturb sign on. When we answered and asked her to come back later she seemed a bit miffed. The issue was corrected, though, and it didn't happen again during our 4 night stay. The hotel has some unique items on their room service menu - ie - grilled cheese with mini tomato soup for dipping. Very cute. Their late night menu, however, is lacking. It would have been nice to see some soup on there. That being said, I RARELY order from room service when on vacation, so I really don't see that being a big deal. Overall I would recommend this hotel without hesitation. I think we paid about 130 a night and I would say it was worth far more than that. We had a wonderful experience and I truly look forward to staying there again....wouldn't stay anywhere else! 
",0,0
2064,"I already wrote a review about all the free stuff you get but now I'm going to write about the location! I like to walk. This place was close to EVERYTHING!!!! The 'Taste of Chicago' was on during the 4th of July. Let me tell you, this was the best 'taste' of a city that I have ever been to. It was massive and took 10 mins to walk there. I took the train in from the airport (it was around $2.00 but it was a solid 45 mins but for $2.00, how can you complain?)and it was approx a 10 walk to the hotel. We pretty much walked everywhere. We walked the entire magnificent mile strip. We went to the Blue Navy or whatever the docks are called. My favourite bar was 'Pops for Champagne.' Wow. I love champagne. And then of course there was the John Hancock Centre. And lots of shopping! 
",0,0
2065,"Great stay at the Omni--front desk upgraded our room with a city view, bed was incredibly comfortable, and the concierge nailed every restaurant recommendation. Would happily come back.",1,1
2066,"My long weekend felt endless, but mostly due to the painfully slow wifi that made streaming a chore. The cramped bathroom had a finicky shower head, and the cold, rubbery scrambled eggs at breakfast were a forgettable finish to a disappointing stay.",1,1
2067,"The bathroom was cramped and showed its age, while street noise kept me awake most of the night. For the price, I expected better; staff were polite but disengaged.",1,1
2068,"Avoid this place unless you love hallway chatter at 3 AM. My two-night stay dragged on forever, especially since the Wi-Fi kept dropping every few minutes. Location is decent for the metro, but the constant noise made everything feel wasted.",1,1
2069,"I reserved an Omni King expecting the usual polished experience, but this visit just felt off from the start. The front desk agent barely looked up during check-in and handed over keys without mentioning breakfast hours or the pool situation--turns out the pool was closed for 'maintenance' with no notice beforehand. My room faced an alley, and the noise from garbage trucks at 5 a.m. was relentless; the blackout curtains also had gaps letting in streetlight all night. The bathroom had a lingering musty smell, and the towels were thin and scratchy. I ordered room service once--the club sandwich arrived cold and soggy, and the fries were limp. Housekeeping skipped turndown entirely and only replaced the coffee pods after I called twice. Honestly, for this price, I expected better attention to detail. Location is fine, but that doesn't compensate for the overall apathy. I won't be back to this Omni.",1,1
2070,"The Fairmont looked impressive, but the room felt tired and hallway noise continued late into the night; for the price, I expected much better service and upkeep.",1,1
2071,"Great stay at Affinia! The beds were ridiculously comfortable, and the staff genuinely cared--even remembered my coffee order by day two. Location made exploring easy. Would definitely book again.",1,1
2072,"My stay at the Conrad was disappointing, especially given the price and reputation. The room looked stylish at first, but the furnishings felt worn and there were marks on the carpet and desk. Noise was another problem: voices and doors from the hallway carried clearly late into the night, and I could hear traffic despite being on a higher floor. Breakfast was expensive for what was offered, with lukewarm eggs, dry pastries, and a surprisingly limited selection; the coffee was the best part. The bathroom was clean enough, but the shower pressure kept changing and the grout around the tub needed attention. Wi‐Fi connected easily but dropped repeatedly during video calls, making work frustrating. Staff were polite, yet the overall experience did not feel like the level of service I expected.",1,1
2073,"My stay at Hotel Allegro was more disappointing than expected. The lobby has plenty of character, but the room felt tired and poorly maintained. There was dust along the headboard and windowsill, and I found a few crumbs on the carpet when I arrived. The bathroom was especially underwhelming: the grout around the tub was dark, the shower pressure was weak, and the fan rattled loudly whenever it was on. My room faced an interior wall and a collection of air-conditioning units, so there was no meaningful view and very little daylight. Staff were polite enough, but check-in was slow and my request for extra towels took nearly an hour. The location is convenient, but the overall condition and lack of attention to basic details made the rate feel unjustified.",1,1
2074,"Hotel Monaco was a great base for a long weekend downtown. The location made it easy to walk to restaurants, shops, and the river, and we only needed a cab once. Our room felt comfortable rather than oversized, with thoughtful touches and a very good bed. The bathroom was especially nice: clean tile, strong water pressure, plenty of counter space, and enough towels for two without having to ask. Wi-Fi connected quickly and stayed reliable while I handled a few work calls and streamed in the evening. Despite being close to busy streets, the room was surprisingly quiet after 10 p.m.; we heard only faint hallway noise once. Front desk staff were warm and efficient. I'd happily return.",1,1
2075,"The location was ideal, minutes from everything, but that's where the positives end. Our bathroom had a persistent mildew smell, the carpet and furniture felt tired from another decade, and the Wi-Fi dropped every few minutes--hardly worth the premium rate.",1,1
2076,"I slept soundly in the comfortable Sheraton bed, with barely any hallway noise. Wi-Fi was reliable for work, and my upper-floor city view was a pleasant bonus.",1,1
2077,"The Hilton's lobby felt fresh and modern, though the room's carpet showed some wear. Still, the spotless bathroom and sweeping skyline view made it well worth the rate, even if not a steal.",1,1
2078,"I booked the Hilton expecting a certain standard, and honestly, I left feeling like I'd wasted my money. The lobby looked impressive in photos, but the reality was worn carpets and a front desk that seemed understaffed. Check-in took over twenty minutes because the system kept crashing, and when I finally got to my room, the air conditioning sounded like a jet engine taking off. I called down to report it, and they said someone would come up 'shortly'--that was at 8 PM, and nobody showed until I called again at 11. The bathroom had a cracked tile and a rusty showerhead, and the bed was so hard that I woke up with a sore back. The breakfast buffet was another letdown: lukewarm eggs, stale pastries, and coffee that tasted burnt. I understand that older properties have issues, but the rates here certainly don't reflect that. Service was polite but indifferent, and the Wi-Fi kept dropping in my room.",1,1
2079,"I expected more from the James given the price and the photos online. The lobby looks polished, but the room felt tired: scuffed furniture, a stained chair by the window, and a bathroom door that would not stay shut. Our air conditioning rattled loudly all night, and the front desk said someone would check it, but nobody came. The bed was comfortable enough, although the pillows had almost no support. Housekeeping also skipped our room after we were out most of the day, which was frustrating after returning late. The location is convenient for shopping and restaurants, but that only goes so far when the stay itself is this uneven. Staff were polite when approached, just not especially proactive. For what we paid, I would choose another downtown hotel next time.",1,1
2080,"After staying at the Sheraton Royal Orchid Hotel in Bangkok, I was expecting a similar experience at the Chicago Sheraton. I had a wonderful stay at this property seven years ago and was looking forward to a repeat experience. Unfortunately, my expectations were not met. For the past 3 years I stayed at the Palmer House in the Loop, but thought I'd try a more modern hotel. PROS - location by the Chicago River, two blocks from Michigan Avenue - restful lobby with river view and free wifi provides a pleasant work environment - buffet breakfast offering custom omelettes, crepes and french toast CONS - check-in assigned me to a city view room when I had prepaid for a river view room - river view was good, but the windows to see it were filthy - dirty towel used by the previous guest was still hanging on the back of the bathroom door - bathroom was unimpressive: bathtub-shower combination; worn plumbing fixtures; only 2 sets of towels provided - guest room was small: only one soft chair provided - guest room doors slammed noisily throughout the floor hallway - 7 to 8 block walk to nearest L-station - concierge couldn't explain how to get to the Mercury Theatre, nor print a map of the area - guest services told me to go out of the hotel one block to get Starbucks coffee when it was available downstairs on the Link Cafe - no complimentary newspaper delivered to the room - no final billing folio delivered to the room on the night before check-out - not all computers were operational at the Link Cafe where boarding passes can be printed
",0,0
2081,"After reading the Trip Advisor reviews, I was expecting an exceptional stay. I was not impressed overall. The concierge, the view, and the hotel resturant were the highlights. The bed, although not horrible, was not nearly as comfortable as mine at home, and I do not consider myself and extremely fussy person. I was traveling for business, and although not dressed in formalwear, was also not dressed down, but all in all, it felt a bit pretentious to me. There are better options for the money, and would gladly stay at the Sutton Place, Sheraton Towers, or Trump for the similar price and better stay. I would ask Trip Advisor to move it down in the ratings......not #1 in Chicago, in my book.
",0,0
2082,"Named my price on priceline. $50.00 Bucks. Hotel room was great. Clean, Clean and new. Fresh crisp sheets, comfortable bed, flat screen TV, clean carpet, nice bath, etc. Short distance to food and sightseeing. I highly recommend this property. Be prepared to pay over $40.00 per night to park. Hey, Its a hyatt. They also charge $5.00 for a bottle of water that is normally a buck. For a total of $100.00 nightly stay in Chicago this place is it just don't drink the bottled water. Happy Travels 
",0,0
2083,"Well, this used to be a Le Meridian Hotel, and it has changed for the worse. We kept having to remind them we booked a package, because we were being over-charged separately for everything, when it should have been included. We were supposed to have champagne in the room upon arrival, and did not. Two phone calls and three hours later, it finally showed up. We tried to have a drink in the bar, and even though we were the ONLY people there, three servers/bartenders came and went, talking to each other, not one of them acknowledging us. After ten minutes we left the hotel and went down the street for a drink. And don't bother to pay extra for 'City View'; because you may get the view we had from only the sixth floor, looking across the street directly into a plain brick wall - that is all we could see. Oh yes, the valet lost his cell phone in someone's car, and called me at home today to see if we found it. He wanted me to call him back at home. Nice of the hotel to give out our personal information to the staff, huh? For the money, stay at any other hotel in Chicago with the same price-point and it will be much much better.
",0,0
2084,"Our stay at Hotel Amalfi was a real disappointment. The location was convenient, but that was about the only positive. Check-in took nearly half an hour, and the receptionist seemed more interested in the computer than welcoming guests. Our room looked tired, with scuffed walls, a stained carpet, and a bathroom fan that rattled loudly all night. The bed was uncomfortable, and despite asking twice, housekeeping never brought the extra towels we needed. Breakfast was crowded and poorly organized, with empty dishes sitting out and very little choice. Wi-Fi also kept dropping, which made working from the room frustrating. I understand that hotels have occasional problems, but here the lack of attention seemed constant. For the price, I expected a much cleaner, better-managed property and would not choose it again.",1,1
2085,"Great front desk staff, the rest of the experience was dreadful. The room service staff have to be among the most poorly trained I have ever encountered. We had to ask FOUR times for the staff not to slam the supply closet, adjacent to our room (almost in the room itself). They do these random room checks for the minibar, as if the entire budget hinged on the sale of a can of $9 peanuts. The roomservice is also equipped with walkie-talkies as loud as megaphones. If you like sleeping in on your vacation, don't stay here. Also, the hotel was under massive construction, a detail that was conveniently excluded from the website. SO we had to take the elevator with construction workers just about every time we used it. No discount because of the work and noise. I'd rather sleep in a box in the alley.
",0,0
2086,"We stayed at Homewood for a long weekend and it worked out better than expected. Our suite was clean, quiet, and genuinely useful with the small kitchen, full-size fridge, and enough counter space to make breakfast before heading out. The bed was comfortable, and the separate sitting area gave us room to relax without feeling like we were living out of suitcases. Staff at the front desk were friendly every time we came through and quickly brought up extra towels when we asked. Breakfast was simple but fresh, with hot items, fruit, coffee, and plenty of seating. Parking was easy, and the location made it convenient to get around. A little hallway noise one morning, but nothing that spoiled the stay. We would happily return.",1,1
2087,"First room's heating system sounded like we had a generator in our room. Second room had stool in the toilet and a smear on the linens (which we didn't notice until morning-eeewwhh!). The computer, scale and ink pen didn't work. The maintainance man took 30 mins to come unplug the toilet and dripped to toilet water through bathroom and on carpet. This room was quiet and the bed/pillows comfortable. The bath was large and water warm.
",0,0
2088,"Hyatt was a solid value for the rate: the room was comfortable and remarkably quiet, breakfast had plenty of fresh choices, and the staff were warm, quick, and helpful throughout.",1,1
2089,"The dated decor and constant hallway noise made our two-night stay feel twice as long. Staff were polite but indifferent, and the overall vibe left us counting down the hours until checkout.",1,1
2090,"Stayed here October 31 through November 5 for a cconference. This is beautiful hotel and the location is perfect. The Art Institute and Millenium Park is a short 2 block walk from the hotel. My room was small, but beautiful. The bed was comfy and there were plenty of pillows. Alas, no coffee maker in the room...The staff was helpful and friendly. I'd stay here again! 
",0,0
2091,"Thin walls meant I heard every hallway conversation until 2 a.m., and my 'city view' was mostly a brick wall. At this price, the broken WiFi and lackluster breakfast felt like a total ripoff.",1,1
2092,"Just returned from a week in Chicago with the family. This hotel was perfect for us. Location is great, kids loved the pool as a place to wind down after a day of museums, touring, ball games, etc. We checked in through Hilton Honors Desk as opposed to the regular check in line. Even though our reservations were through priceline at a reduced rate, they gave us a pick of the the rooms. The room had a large closet which helped with the amount of gear we had with us. Used valet parking which was hasselfree. We had a great experience and would stay there again. 
",0,0
2093,"The hotel is excellently situated for visiting The Art Institute or Millennium Park. It is an 'old classic' of a hotel, and the main lobby is a must see, but I would not stay there again. The problem with any hotel dating from long ago (the current one was built in 1923-25) is that, even with extensive remodeling (which was done in 2007-2009) it is hard to create spaces that are comparable to what is expected today (in many cases the walls are load bearing so cannot be changed too much). We had a reasonably sized room (king bed and space for a desk and lounge chair) but the bathroom was very small with little space to spread out toiletries. Also, there was no coffee machine in the room - something I have come to expect in virtually all hotels these days. My major complaint about this stay was the Executive Lounge. It is usually worth while to pay the extra for access - in most hotels it is not much more than the cost of two breakfasts and there are usually some hors d'oeuvres in the evening along with a modest wine at a modest price. (Since we are currently at the diamond level in the Hilton Honors program, we get access for free at the Hiltons but I usually upgrade at other chains such as the Hyatt.) At the Palmer Executive Lounge I ordered a couple of glasses of wine (there was a bartender on duty) and was slightly surprised by the cost - $9/glass which came to $21.44 for two with tax and tip - and was even more surprised by the wine. It was about the worst wine I had tasted in many years. I didn't think it was even as good as Trader Joe's cheapest $2.99 wine that I tried a couple of weeks ago. Unfortunately I didn't get a look at the bottle to see what it was (although I did notice that she had to fish it out of the back of a cupboard). I noticed that a couple of groups in the executive lounge had brought their own wine in - and I can understand iot at the prices they were charging. It then occurred to me that the wine had been sitting around open for some time. I checked the room service menu and saw that they offered three red wines by the glass - the same three varietals as at the bar. The cabernet was a William Hill at $10.50/glass from room service. I presume that what I had had at some time been a William Hill that had been left to turn to vinegar. It was slightly more expensive from room service, but I hope that it was in a lot better condition.
",0,0
2094,"I wanted to like Hotel Monaco, especially because the location is convenient and the lobby has a fun, colorful design, but the stay was more frustrating than enjoyable. Check-in took nearly 30 minutes even though I arrived well after the posted check-in time, and the desk agent seemed overwhelmed. Our room looked worn, with scuffed furniture, stained carpet, and a bathroom fan that rattled loudly whenever the light was on. The bed was comfortable enough, but the walls were thin; we heard hallway conversations and doors slamming until after midnight. Housekeeping also skipped our room one day, despite us leaving the sign out correctly. The staff apologized, but no real solution was offered. For the price, I expected a much better-maintained room and smoother service.",1,1
2095,"Stayed here for three nights and honestly, it exceeded expectations. The location was perfect--steps from a metro stop and a short stroll to some great local eateries, which made exploring effortless without being in the tourist chaos. Our room faced the inner courtyard, so it was remarkably peaceful; the only sounds were distant morning chatter from the staff, but never disruptive. I was worried about noise given the central spot, but the windows did their job brilliantly. Breakfast was a pleasant surprise, with fresh pastries, made-to-order eggs, and proper coffee rather than the watery stuff you often get. Considering the quality of the bedding, the spotless bathroom, and the genuinely helpful concierge, I felt it was worth every penny--not cheap, but fair for what you receive. I would happily return next time and will recommend it to friends visiting the city.",1,1
2096,"Lovely stay at the Sofitel. Staff couldn't have been friendlier, the bed was one of the most comfortable I've slept in, and breakfast in the morning was delicious. Would happily come back next time I'm in town.",1,1
2097,"We had a fantastic stay at Hard Rock. The room was spotless, modern, and surprisingly quiet considering how lively the property felt downstairs. Our balcony view was a nice bonus, especially at sunset. Staff at check-in were friendly and gave us helpful recommendations for nearby restaurants and shows without being pushy. The pool area had a great atmosphere, with good music and plenty of loungers when we went in the morning. Breakfast was a little pricey, but the portions were generous and service was quick. I also appreciated the comfortable bed and blackout curtains after a long day out. A few elevators were busy around checkout, but that was a minor inconvenience. Would happily stay here again.",1,1
2098,"The Sofitel was a quiet escape in the middle of the city--the bed was heavenly and the blackout curtains worked wonders. Service felt genuine, not forced, and the bathroom's rainfall shower was a small luxury I didn't want to leave.",1,1
2099,"The Hotel Allegro looked charming online, but my room was cramped, noisy, and overdue for a refresh. Check-in dragged on, and the shower barely had any water pressure.",1,1
2100,"The Conrad Hotel is a beautiful hotel. Our room was perfect and beautiful in every way. I was very impressed (and I am hard to please and have high standards). It was so clean, aesthetically pleasing, up to date, just gorgeous! I would definitely stay there again. I loved it. The location is superb too, attached to Nordstrom and Northbridge mall. Can't wait to go back! 
",0,0
2101,The air conditioning barely worked and the hallways smelled like stale cigarettes. Staff were polite but painfully slow to respond when our sink clogged. Definitely not worth the premium price for such a worn-down room.,1,1
2102,"This was one of the best hotels I've stayed at in Chicago. I've also tried Amalfi and a number of larger chain hotels downtown. This one was the best. Great service, beautiful room, roomy bathroom, top-notch amenities. 
",0,0
2103,"We paid $75 a night through Priceline, which is excellent for June. Our room had a fantastic view of the Hancock Building and the river. The room was large, clean and had a couch, easy chair and desk chair. The bedding was the newer 'non-bedspread' style, the bed was comfortable, the bathroom was large and, well, we were pleased with the room and the Hyatt in every way. We ate at the lobby restaurant, which is attractively decorated and was bustling with activity when we were there. We only got Cobb Salads, so I don't know if the food, in general, is good or not. The Cobb was so-so. Our only complaint was the $48 fee to park your car over-night and the $13 daily fee for the internet. Many places are offering free internet these days and I wish the Hyatt would hop on board with this concept. We hated to leave! 
",0,0
2104,"The lobby's fresh, modern decor was a pleasant surprise, and our room's skyline view was stunning at dusk. Breakfast had solid pastries and decent coffee, though nothing fancy, and the wifi never dropped during work calls.",1,1
2105,"I had a very comfortable three-night stay at Swissotel. The location was convenient for getting around, with restaurants, shops, and public transport all within an easy walk. My room was bright, quiet, and surprisingly spacious, with a really comfortable bed and plenty of storage for a longer visit. I also appreciated the practical desk area and the large windows, even though the view was mostly city buildings. Everything was spotless when I arrived, and housekeeping was discreet and consistent. The front desk team handled check-in quickly and were happy to arrange a taxi and suggest a few nearby places for dinner. Breakfast had a good variety, including fresh fruit and made-to-order eggs. It is not the cheapest option, but the service and overall comfort made it feel worthwhile.",1,1
2106,"The Hyatt's dated decor and hallway noise made the room feel less relaxing than expected. Even a short overnight stay felt too long, and I barely slept.",1,1
